Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des actifs occupés de 15 ans ou plus  les transports en commun 2021;Part des ménages ayant au moins 1 voiture 2021;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021
02111;Brancourt-en-Laonnois;2.8;96.2;91.7;0.8
02112;Brancourt-le-Grand;0.8;96.8;90.1;0
02114;Brasles;13.3;85.8;73.4;1.9
02115;Braye-en-Laonnois;2.9;92;82.9;0
02116;Braye-en-Thiérache;0;85;80.5;0
02117;Bray-Saint-Christophe;3.6;100;92.9;0
02118;Braye;3.4;96.3;94.8;0
02119;Brécy;3.8;93.9;85.4;0.6
02120;Brenelle;1.3;93.5;92.1;0
02121;Breny;3.4;94.8;88.5;2.3
02122;Brie;0;88.9;73.9;0
02123;Brissay-Choigny;0;94.7;89.1;0.7
02124;Brissy-Hamégicourt;2.7;89.5;89.4;2
02125;Brumetz;11.5;97.1;81.2;0
02126;Brunehamel;2.1;85.8;80.9;1.4
02127;Bruyères-sur-Fère;1;94;89.7;1
02128;Bruyères-et-Montbérault;2.1;93;89.3;0.8
02129;Bruys;0;90;70;0
02130;Bucilly;0;92.9;87.5;0
02131;Bucy-le-Long;3.6;94.1;87.9;0.5
02132;Bucy-lès-Cerny;2.4;94.9;91.8;0
02133;Bucy-lès-Pierrepont;1.8;84.7;81.6;0
02134;Buire;0.6;90.7;89.1;0
02135;Buironfosse;0.2;88.4;86.1;1.2
02136;Burelles;1.9;98.1;84.6;1.9
02137;Bussiares;4.5;92.3;87.9;0
02138;Buzancy;0;94.6;97.1;0
02139;Caillouël-Crépigny;4.2;95.7;89.9;0
02140;Camelin;3.5;94.7;89.9;0
02141;La Capelle;2.4;82.6;75.1;2.3
02142;Castres;0.8;96.8;96.6;0
02143;Le Catelet;0;88.6;88.9;0
02144;Caulaincourt;1.5;88.9;88.1;3
02145;Caumont;1.2;96.3;91.7;0.4
02146;Celles-lès-Condé;2.6;89.2;89.5;2.6
02148;Celles-sur-Aisne;1.7;94.1;91.4;0.8
02149;Cerizy;0;86.4;87.5;0
02150;Cerny-en-Laonnois;0;96.2;81.5;0
02151;Cerny-lès-Bucy;0;94.4;89.8;0
02152;Cerseuil;4.9;97.4;75.6;0
02153;Cessières-Suzy;1.6;96.6;90.9;0.3
02154;Chacrise;1.2;91.5;82.4;1.8
02155;Chaillevois;4;92.9;90.7;0
02156;Chalandry;1;93.1;92.2;0
02157;Chambry;1.9;95.6;86.9;1.9
02158;Chamouille;0.9;95.3;90.9;1.7
02159;Champs;1.7;96;88.4;0.8
02160;Chaourse;1.7;89.4;87.7;0
02162;La Chapelle-sur-Chézy;8.5;90.6;82.2;0
02163;Charly-sur-Marne;16.4;83.3;63.7;2.2
02164;Le Charmel;3.6;93.1;92.8;1.4
02165;Charmes;3.2;88.6;84.4;1.7
02166;Chartèves;6.4;94.8;90.1;0.6
02167;Chassemy;3;93.8;92.8;0
02168;Château-Thierry;18.6;73.2;63.4;1.8
02169;Châtillon-lès-Sons;0;97.1;94.1;0
02170;Châtillon-sur-Oise;0;93;91.8;0
02171;Chaudardes;2.3;97.1;93;2.3
02172;Chaudun;4.1;96.7;82.6;0
02173;Chauny;5.8;76.2;74.7;2.6
02174;Chavignon;1.8;95.3;89.2;0.3
02175;Chavigny;4.2;96.9;85.9;0
02176;Chavonne;1.2;96.1;95.2;0
02177;Chérêt;0;96.4;97.8;0
02178;Chermizy-Ailles;0;97.9;92.3;1.5
02179;Chéry-Chartreuve;0;93.2;93.9;0
02180;Chéry-lès-Pouilly;1;95.1;90.5;0
02181;Chéry-lès-Rozoy;0;83.3;96;4
02182;Chevennes;0;96.6;90.4;1.9
02183;Chevregny;0;92.2;92.8;0
02184;Chevresis-Monceau;0.8;92.2;81.6;0
02185;Chézy-en-Orxois;7.3;89.7;85.8;0
02186;Chézy-sur-Marne;16.4;88.2;71.7;1.1
02187;Chierry;15.9;92.4;71.9;3.2
02188;Chigny;0;92.5;84.2;0
02189;Chivres-en-Laonnois;0.7;90;92.7;0
02190;Chivres-Val;3.5;92.6;90.4;0
02191;Chivy-lès-Étouvelles;1.4;96.9;92.8;0
02192;Chouy;3.5;95.7;86;0
02193;Cierges;0;89.3;84;0
02194;Cilly;0;89.2;85.5;0
02195;Ciry-Salsogne;2.7;96.5;90.2;0.5
02196;Clacy-et-Thierret;1.5;97.1;96.1;0
02197;Clairfontaine;1.3;97.5;82.1;0
02198;Clamecy;0;90.6;93.9;0
02199;Clastres;0.8;93.1;92.9;1.2
02200;Clermont-les-Fermes;2.6;87.8;68.4;2.6
02201;Cœuvres-et-Valsery;1;96.7;85.4;0
02203;Coincy;7.5;85.8;83;0.4
02204;Coingt;0;86.1;75;0
02205;Colligis-Crandelain;0;96.4;92.9;0
02206;Colonfay;0;90.6;85;0
02207;Commenchon;2.1;94.1;92.7;0
02208;Concevreux;1.7;97.2;91;0
02209;Condé-en-Brie;2.7;87.3;77.4;0
02210;Condé-sur-Aisne;3;91.5;90.1;0.6
02211;Condé-sur-Suippe;2.4;97.8;91.7;0.6
02212;Condren;4.2;94.5;87.8;0.8
02213;Connigis;4;95.9;84;0.8
02214;Contescourt;3.4;95.5;89.7;0
02215;Corbeny;2;93.5;84.1;0.3
02216;Corcy;5.7;98.4;86.3;0.7
02217;Coucy-le-Château-Auffrique;0.8;87.7;78.2;1.8
02218;Coucy-lès-Eppes;0.8;93.2;83.4;0.8
02219;Coucy-la-Ville;2.7;93.2;90.7;0
02220;Coulonges-Cohan;1.9;95.1;88.5;0.5
02221;Coupru;13;94.9;80.5;0
02222;Courbes;0;87.5;81.8;0
02223;Courboin;7.9;92;87.5;0
02224;Courcelles-sur-Vesle;2.2;95.8;91.4;0
02225;Courchamps;3;87.9;90.9;0
02226;Courmelles;1.8;91.3;91.4;1.5
02227;Courmont;1.9;84;86.8;0
02228;Courtemont-Varennes;6.3;97.8;84.6;0.7
02229;Courtrizy-et-Fussigny;0;86.7;95.8;0
02230;Couvrelles;1.3;93.2;86.8;0
02231;Couvron-et-Aumencourt;0.2;95;92.3;0.3
02232;Coyolles;4.5;93.2;53.8;0.7
02233;Cramaille;0;98.2;83.8;0
02234;Craonne;6.2;85.7;84.4;0
02235;Craonnelle;0;93.8;89.6;0
02236;Crécy-au-Mont;0;96.7;88.4;0
02237;Crécy-sur-Serre;1;83.5;76.8;0.9
02238;Crépy;1.6;89.2;90.1;0.5
02239;Crézancy;7.5;89.7;82.3;1.5
02240;Croix-Fonsomme;0;88.4;87.7;0
02241;La Croix-sur-Ourcq;0;92.7;84.4;0
02242;Crouttes-sur-Marne;27.4;90.6;60.9;0
02243;Crouy;3.2;87.7;86.2;1.8
02244;Crupilly;0;100;71.4;0
02245;Cuffies;4.2;81.5;83.6;1.9
02246;Cugny;2.8;93.8;91.1;0.4
02248;Cuirieux;0;93.4;89.1;0
02249;Cuiry-Housse;2.4;93;85.4;0
02250;Cuiry-lès-Chaudardes;0;100;95.7;0
02251;Cuiry-lès-Iviers;0;92.3;75;0
02252;Cuissy-et-Geny;2.7;90.3;97.3;0
02253;Cuisy-en-Almont;1.8;91.7;91.1;1.2
02254;Cutry;6.9;98;87.9;0
02255;Cys-la-Commune;1.5;93.5;91.2;0
02256;Dagny-Lambercy;0;90.4;81.1;0
02257;Dallon;2.8;94.4;90.3;0
02258;Dammard;5.8;91.3;82.5;0.6
02259;Dampleux;8.8;98.6;86.1;0.9
02260;Danizy;2.2;90.9;93;0
02261;Dercy;0.6;94.6;92.9;1.3
02262;Deuillet;3.2;94.3;90.3;0
02263;Dhuizel;0;91.1;97.7;0
02264;Dizy-le-Gros;1.1;87.5;79.4;1.5
02265;Dohis;0;85.4;96;0
02266;Dolignon;0;88.2;64.7;0
02267;Dommiers;4.6;91.9;88.6;0
02268;Domptin;15.4;95.1;74.9;0
02269;Dorengt;1.4;95.1;78.6;0
02270;Douchy;1.6;85.7;79;0
02271;Dravegny;3.4;96.4;86.4;0
02272;Droizy;2.3;90.6;93;0
02273;Dury;4.7;94;90.7;0
02274;Ébouleau;0;94.4;94;0
02275;Effry;0.8;84.9;83.4;2.5
02276;Englancourt;1.8;94.7;72.7;0
02277;Épagny;0.7;96.9;94.3;0
02278;Éparcy;0;100;47.1;0
02279;Épaux-Bézu;7.7;94.8;83;0
02280;Épieds;7.7;95.6;88.2;0
02281;L'Épine-aux-Bois;8.4;96;86.2;0
02282;Eppes;1.1;94.3;88.8;0.5
02283;Erlon;0.9;89.6;88.2;2.5
02284;Erloy;0;97.4;86.5;0
02286;Esquéhéries;1.5;91.6;89.3;0.9
02287;Essigny-le-Grand;2;95.3;92;0.4
02288;Essigny-le-Petit;4.7;88.5;89.9;0
02289;Essises;11.4;95.5;82.9;1
02290;Essômes-sur-Marne;11.2;92;79.3;1.3
02291;Estrées;1.4;93.2;89.1;1.4
02292;Étampes-sur-Marne;16.4;89.4;74.2;0.8
02293;Étaves-et-Bocquiaux;1.4;96.3;93.2;0
02294;Étouvelles;1.2;93.5;91.6;1.2
02295;Étréaupont;0;88;82.8;0.9
02296;Étreillers;2.1;90.7;85.5;1.4
02297;Étrépilly;3.7;100;94.4;0
02298;Étreux;0.4;86.6;89.8;1.5
02299;Évergnicourt;3.3;91.5;83.9;0.8
02302;Faverolles;0.6;97.4;88.9;0.6
02303;Fayet;3.7;95.2;89.5;0.3
02304;La Fère;6;69.1;71.3;2.9
02305;Fère-en-Tardenois;2.6;82.2;83.3;0.6
02306;La Ferté-Chevresis;1.1;89.9;86;1
02307;La Ferté-Milon;10.5;85.3;76.1;0.5
02308;Fesmy-le-Sart;0.9;93.2;87.2;0
02309;Festieux;1.6;94.5;91.3;0.6
02310;Fieulaine;1.9;90.7;88.1;0.9
02311;Filain;6.6;98.1;86.9;0
02312;La Flamengrie;0.8;95.2;88.8;1.3
02313;Flavigny-le-Grand-et-Beaurain;1.8;91.3;91.2;0
02315;Flavy-le-Martel;2.5;89.2;86.2;0.8
02316;Fleury;7.7;93.7;88.5;0
02317;Fluquières;0;96.5;95.8;0
02318;Folembray;2.1;89.4;88;0.7
02319;Fonsomme;2.1;90.9;86.7;1.6
02320;Fontaine-lès-Clercs;0;94.7;89.7;1
02321;Fontaine-lès-Vervins;0;89;86.4;0.8
02322;Fontaine-Notre-Dame;1.7;96.8;89.8;1.1
02323;Fontaine-Uterte;1.8;96.3;87.5;1.8
02324;Fontenelle;0;94.7;92.7;0
02326;Fontenoy;2.2;94.9;92.9;0.6
02327;Foreste;0;90.9;93.8;1.6
02328;Fossoy;9.8;95.3;85.5;0.8
02329;Fourdrain;0.5;96.8;92.5;0.5
02330;Francilly-Selency;2.8;95;89.8;0.7
02331;Franqueville;0;94.4;88.9;0
02332;Fresnes-en-Tardenois;5.8;96.2;89.1;0
02333;Fresnes-sous-Coucy;1.5;98.5;91;0
02334;Fresnoy-le-Grand;3.3;81.2;79.6;1.1
02335;Fressancourt;0;95.1;98.8;0
02336;Frières-Faillouël;2.9;96;92.9;0
02337;Froidestrées;0;96.2;91.4;0
02338;Froidmont-Cohartille;1;88.1;89.4;0
02339;Gandelu;10.2;95;81.2;0.3
02340;Gauchy;5.5;83.4;83.4;0.8
02341;Gercy;1.9;96.1;92.4;0
02342;Gergny;0;93;83.1;0
02343;Germaine;5.3;93.8;81.6;5.3
02345;Gibercourt;0;93.8;68.2;0
02346;Gizy;1.2;93.1;90.3;0.4
02347;Gland;7.3;91.6;83.6;0.5
02349;Goudelancourt-lès-Berrieux;0;100;85.2;0
02350;Goudelancourt-lès-Pierrepont;0;94.8;92.3;0
02351;Goussancourt;0;97.9;95.6;0
02352;Gouy;0.4;92.5;90.3;0
02353;Grandlup-et-Fay;1.6;89.3;89.2;0.9
02354;Grandrieux;0;88.6;89.3;0
02355;Gricourt;1.4;93.7;92.4;0.2
02356;Grisolles;9.4;95.1;85.8;0
02357;Gronard;0;95.8;78.3;0
02358;Grougis;0;90.6;90.2;0
02359;Grugies;3;92.3;88.5;0.9
02360;Villeneuve-sur-Aisne;4.8;89.1;84.8;0.8
02361;Guise;1.3;68.5;67.7;1.4
02362;Guivry;2;94.2;93;0
02363;Guny;3.2;91.6;82.9;0
02364;Guyencourt;2.4;96.3;90.4;0
02366;Hannapes;0;91.1;93;0
02367;Happencourt;2.4;90.9;86.9;2.4
02368;Haramont;11.1;92.6;80.5;1.2
02369;Harcigny;2;89.8;84.7;1
02370;Hargicourt;1.6;94.9;92.5;0
02371;Harly;8.1;86.2;82.7;0.2
02372;Hartennes-et-Taux;2.5;91.6;87.2;1.4
02373;Hary;0;95.6;84.5;0
02374;Lehaucourt;0.9;89.6;93.7;0
02375;Hautevesnes;2.5;91.1;91.3;0
02376;Hauteville;0;85.7;85.7;4.8
02377;Haution;0;96.6;71.4;7.1
02378;La Hérie;2.3;87.7;75;0
02379;Le Hérie-la-Viéville;1.3;93.8;83.6;0
02380;Hinacourt;18.7;87.5;56.2;6.3
02381;Hirson;2.7;71.9;75.6;1.1
02382;Holnon;1.9;94.1;89.5;0.4
02383;Homblières;2.6;91.7;87.7;1.3
02384;Houry;0;100;87;0
02385;Housset;0;96.9;78.3;0
02386;Iron;1.3;91.8;92.1;0
02387;Itancourt;2.2;92.7;90.9;0.7
02388;Iviers;0;93.9;85.7;0
02389;Jaulgonne;9.4;88.8;82;0.8
02390;Jeancourt;3;94.2;87.8;0.7
02391;Jeantes;1.2;96.7;87.1;0
02392;Joncourt;2.3;92.4;95.4;0
02393;Jouaignes;1.4;96.4;94.2;0
02395;Jumencourt;2;90.7;90.2;0
02396;Jumigny;0;92.9;88.9;0
02397;Jussy;1.8;90.3;90.1;0.7
02398;Juvigny;1.5;94.4;87.6;1.6
02399;Juvincourt-et-Damary;1.7;96.8;87.6;0.7
02400;Laffaux;1.5;91.7;91;0
02401;Laigny;0;93.1;85.4;1.1
02402;Lanchy;0;87.5;100;0
02403;Landifay-et-Bertaignemont;1;89.3;89.3;0.8
02404;Landouzy-la-Cour;1.3;93.2;84.2;0
02405;Landouzy-la-Ville;1;92;89.8;0.5
02406;Landricourt;0;96.7;90.3;0
02407;Laniscourt;0;98.8;95;1
02408;Laon;7.4;72.1;74;2
02409;Lappion;0.8;89.1;88.4;0
02410;Largny-sur-Automne;12.5;96.1;80.9;0.8
02411;Latilly;4.2;94.7;88.4;0
02412;Launoy;0;94.4;90.2;0
02413;Laval-en-Laonnois;0;94;94.5;0.8
02414;Lavaqueresse;2.5;94.3;80;1.3
02415;Laversine;6.8;95;86.5;0
02416;Lemé;0.7;92.1;90.8;0
02417;Lempire;2.2;93.6;84.4;0
02418;Lerzy;0;93.5;94.4;0
02419;Leschelle;1;92.1;84.1;0
02420;Lesdins;1.8;95;89.2;0.3
02421;Lesges;3;94.1;87.9;0
02422;Lesquielles-Saint-Germain;2.5;86.9;87.4;0.7
02423;Leuilly-sous-Coucy;3;95;90;0
02424;Leury;0;93.5;88.6;0
02425;Leuze;0;91.2;86.4;0
02426;Levergies;2.3;94.6;90.8;0
02427;Lhuys;1.6;94.3;84.1;0
02428;Licy-Clignon;10;96.7;83.3;0
02429;Lierval;2.2;91.1;93.3;0
02430;Liesse-Notre-Dame;2.1;83.7;69.5;2.4
02431;Liez;4.9;91.1;88.2;3.1
02432;Limé;1.3;93.7;96.1;0
02433;Lislet;0;89.9;85;2.5
02435;Logny-lès-Aubenton;3;97.2;84.8;0
02438;Longpont;5.2;99;80;0.9
02439;Les Septvallons;1.4;93.8;88;1.1
02440;Lor;0;87.5;85.7;0
02441;Louâtre;4.7;89.9;87.1;0
02442;Loupeigne;2.6;97.8;79.5;2.6
02443;Lucy-le-Bocage;12.6;92.8;80;1.1
02444;Lugny;2.4;90.2;90.2;0
02445;Luzoir;0;85.9;86.6;1.8
02446;Ly-Fontaine;0;95.2;89.8;0
02447;Maast-et-Violaine;0;98.1;87.3;0
02448;Mâchecourt;2.4;97.9;92.7;0
02449;Macogny;0;88.5;86.7;0
02450;Macquigny;1.5;87.8;84.8;0.8
02451;Magny-la-Fosse;0;90.7;81.8;1.8
02452;Maissemy;1.8;95.8;87.3;1.8
02453;Maizy;0.5;94.2;92.1;0
02454;La Malmaison;1.7;94.4;90.2;0
02455;Malzy;0;90.1;88;1.2
02456;Manicamp;2;91.5;91.5;0.9
02457;Marchais;1.3;91.2;86.8;1.3
02458;Dhuys et Morin-en-Brie;5.8;94.9;83.2;0
02459;Marcy;1.4;94.4;88.4;1.4
02460;Marcy-sous-Marle;0;90.3;94;0
02461;Marest-Dampcourt;3.9;93.3;90.3;0
02462;Mareuil-en-Dôle;0;94.8;95.1;0
02463;Marfontaine;0;96.7;85.2;0
02464;Margival;4.1;92.2;89.7;0
02465;Marigny-en-Orxois;7.3;95.4;83.7;0
02466;Marizy-Sainte-Geneviève;3.4;89.8;86.4;0
02467;Marizy-Saint-Mard;8.3;90;75;0
02468;Marle;1.9;76.5;76.5;0.9
02469;Marly-Gomont;1.3;91.8;91.8;0
02470;Martigny;2;88.1;83.2;0
02471;Martigny-Courpierre;0;94.6;96.9;0
02472;Mauregny-en-Haye;0;94.1;92.4;0.6
02473;Mayot;0;91.2;89.6;1
02474;Mennessis;2;89.3;90.7;0.6
02476;Mennevret;1.8;91.1;92.7;0.9
02477;Mercin-et-Vaux;3.4;94.5;89.2;0.7
02478;Merlieux-et-Fouquerolles;0;94.7;88.2;0
02480;Mesbrecourt-Richecourt;0;88.5;93.4;1.5
02481;Mesnil-Saint-Laurent;2.2;95.4;89.3;0
02482;Meurival;0;90;95;0
02483;Mézières-sur-Oise;0.5;94.9;87.5;0.5
02484;Mézy-Moulins;6.9;93;86.3;0
02485;Missy-aux-Bois;6.7;92.9;86.7;0
02486;Missy-lès-Pierrepont;2.1;94.9;93.7;2.1
02487;Missy-sur-Aisne;4.6;96.4;89;0
02488;Molain;0;95.7;91.4;1.7
02489;Molinchart;2.5;94.8;93.8;0
02490;Monampteuil;5.1;100;84.7;0
02491;Monceau-le-Neuf-et-Faucouzy;2.3;91;81.7;0
02492;Monceau-lès-Leups;1.7;95.5;93.8;0
02493;Monceau-le-Waast;0;86.9;90.1;1.1
02494;Monceau-sur-Oise;0;96.2;90.4;0
02495;Mondrepuis;0.7;93.6;90.5;0
02496;Monnes;4.3;91.9;95.7;0
02497;Mons-en-Laonnois;2.5;94.5;91.1;1.7
02498;Montaigu;0.9;94.5;89.8;0.9
02499;Montbavin;0;100;87.5;0
02500;Montbrehain;1.6;91.6;90.7;0.6
02501;Montchâlons;0;86.7;91.7;0
02502;Montcornet;2.2;78.1;77.7;1.3
02503;Mont-d'Origny;1.6;82.1;84.7;2
02504;Montescourt-Lizerolles;3.1;85;87.2;0.5
02505;Montfaucon;6.3;96.5;81.1;0
02506;Montgobert;6.9;97.7;89.1;1
02507;Montgru-Saint-Hilaire;7.7;92.9;61.5;7.7
02508;Monthenault;0;97;95.1;0
02509;Monthiers;10.9;96.6;84.4;0
02510;Monthurel;7.9;93.8;82.5;0
02511;Montigny-en-Arrouaise;2.2;92.8;89;0
02512;Montigny-l'Allier;10.1;91.5;81.5;0.7
02513;Montigny-le-Franc;2;88.4;77.6;0
02514;Montigny-Lengrain;2;92;90.1;1.7
02515;Montigny-lès-Condé;0;96.2;82.6;0
02516;Montigny-sous-Marle;4.2;86.2;87.5;0
02517;Montigny-sur-Crécy;0;92.2;94;0
02518;Montlevon;7.3;93.3;79.5;0
02519;Montloué;1.4;89.3;85.7;1.4
02520;Mont-Notre-Dame;2.9;93.6;86.3;0.6
02521;Montreuil-aux-Lions;9.3;95.3;80.9;0.2
02522;Mont-Saint-Jean;0;96.7;80;0
02523;Mont-Saint-Martin;0;92.6;84.2;2.6
02524;Mont-Saint-Père;6.7;91.9;85.7;0.7
02525;Morcourt;2.8;92.3;89;1.3
02526;Morgny-en-Thiérache;0;90;81.8;3
02527;Morsain;1.5;92.5;88.4;0
02528;Mortefontaine;4.1;94.1;79;1
02529;Mortiers;1.2;87;81.2;1.2
02530;Moulins;0;90.6;84.8;0
02531;Moussy-Verneuil;1.9;96.5;92.3;0
02532;Moÿ-de-l'Aisne;1.8;86.6;80.6;1
02533;Muret-et-Crouttes;3.6;93;85.7;0
02534;Muscourt;0;95.2;78.9;0
02535;Nampcelles-la-Cour;0;97.9;79.1;0
02536;Nampteuil-sous-Muret;2.9;100;79.4;0
02537;Nanteuil-la-Fosse;3.4;95.8;83.1;1.1
02538;Nanteuil-Notre-Dame;3.3;93.5;83.3;0
02539;Nauroy;1.4;90.8;90.7;0
02540;Nesles-la-Montagne;13.9;96.3;77.1;1
02541;Neufchâtel-sur-Aisne;1.5;94.1;86.7;0.5
02542;Neuflieux;0;94.3;94.3;0
02543;Neuilly-Saint-Front;5.4;89.8;78.6;1.1
02544;Neuve-Maison;0.4;91.2;86.9;0.4
02545;La Neuville-Bosmont;0;92.6;91.7;0
02546;La Neuville-en-Beine;1.2;97.3;95.1;0
02547;La Neuville-Housset;0;96.4;87.1;3.2
02548;La Neuville-lès-Dorengt;1.4;95.2;91.1;0
02549;Neuville-Saint-Amand;1.8;91.3;92.3;1.9
02550;Neuville-sur-Ailette;0;94.4;87;1.9
02551;Neuville-sur-Margival;1.8;93.7;94.5;0
02552;Neuvillette;1.2;84.9;84.7;2.4
02553;Nizy-le-Comte;0;87.8;82.7;1.2
02554;Nogentel;11.8;94;73.6;0.6
02555;Nogent-l'Artaud;32.8;83.1;57.7;0.5
02556;Noircourt;0;93.9;91.7;0
02557;Noroy-sur-Ourcq;14.8;90.2;83.6;0
02558;Le Nouvion-en-Thiérache;0.6;77.5;73.1;0.9
02559;Nouvion-et-Catillon;2.3;87.7;89.1;1.5
02560;Nouvion-le-Comte;1.1;86.6;84.3;4.2
02561;Nouvion-le-Vineux;1.8;96.8;96.5;0
02562;Nouvron-Vingré;4;98.8;86;0
02563;Noyales;0;89.2;77.1;4.2
02564;Bernoy-le-Château;4.3;95.9;90.8;0.6
02565;Œuilly;1.5;94.4;96.3;0
02566;Ognes;4.1;91.8;86.2;2.5
02567;Ohis;0;95.7;88.7;0.9
02568;Oigny-en-Valois;11.6;90;81.2;1.4
02569;Oisy;1.1;91.9;86.9;0
02570;Ollezy;0;95.9;96.1;0
02571;Omissy;2.9;91.1;90.7;0.3
02572;Orainville;0.8;97.7;94.2;0.4
02573;Orgeval;0;96.3;95.8;0
02574;Origny-en-Thiérache;1;88.3;88.4;1.6
02575;Origny-Sainte-Benoite;1.4;77.8;81.9;4.3
02576;Osly-Courtil;4;95.1;89.9;0
02577;Ostel;0;92.3;94.3;0
02578;Oulches-la-Vallée-Foulon;2.6;90.9;82.1;0
02579;Oulchy-la-Ville;4.2;96.4;89.6;0
02580;Oulchy-le-Château;4.5;89;79.1;0.3
02581;Paars;2.6;95.7;93.4;0.6
02582;Paissy;0;89.2;92.7;2.4
02583;Pancy-Courtecon;0;91.3;84.2;0
02584;Papleux;5.1;100;88.1;0
02585;Parcy-et-Tigny;1.6;97.9;91.9;0
02586;Parfondeval;0;88.6;80.7;1.8
02587;Parfondru;0.7;93.6;91.1;0
02588;Pargnan;0;96.4;95.7;0
02589;Pargny-Filain;0;95.3;97.1;0
02590;Pargny-la-Dhuys;4.4;98.7;85.7;0
02591;Pargny-les-Bois;0;94.7;80;0
02592;Parpeville;0;90.7;87.3;0
02593;Pasly;1.7;95.2;90.8;1.5
02594;Passy-en-Valois;11.9;96;80.6;0
02595;Passy-sur-Marne;4.3;92.1;68.6;0
02596;Pavant;22.6;88.5;71.5;0.3
02598;Pernant;2.4;97.8;90.5;0.3
02599;Pierremande;5.6;93.4;85.6;0
02600;Pierrepont;1.4;91.9;85.8;0.7
02601;Pignicourt;3.2;98.6;92.5;0
02602;Pinon;3;86.1;86.5;1.8
02604;Pithon;0;87.5;100;0
02605;Pleine-Selve;3.7;93.8;90.1;0
02606;Le Plessier-Huleu;0;97.4;97.7;0
02607;Ploisy;2.3;97.1;95.3;0
02608;Plomion;1.3;87.5;79.1;0.7
02609;Ployart-et-Vaurseine;0;100;90;0
02610;Pommiers;4;92.9;90.4;0.7
02612;Pont-Arcy;0;97.9;78.7;0
02613;Pontavert;1.5;96.2;90.5;0.7
02614;Pontru;2.9;92.5;88.6;0
02615;Pontruet;0.7;97.2;96.2;0
02616;Pont-Saint-Mard;1.3;85;85.9;3.8
02617;Pouilly-sur-Serre;1;91.4;81;0
02618;Prémont;0.8;90.9;86.3;0.8
02619;Prémontré;2.3;91.4;73.1;14.7
02620;Presles-et-Boves;2.1;92;92.5;0
02621;Presles-et-Thierny;1.1;95.3;97.2;0
02622;Priez;6.3;100;68.8;0
02623;Prisces;0;82.6;80.6;0
02624;Proisy;0;93.1;87.3;1
02625;Proix;0;89.5;93.9;0
02626;Prouvais;1.4;95.8;90.4;0
02627;Proviseux-et-Plesnoy;0;92;88.1;0
02628;Puiseux-en-Retz;16.7;93.1;76.5;0
02629;Puisieux-et-Clanlieu;2.6;91.8;77.5;0.9
02631;Quierzy;1.2;91.8;89.1;0
02632;Quincy-Basse;4.2;88.9;83.3;0
02633;Quincy-sous-le-Mont;0;100;100;0
02634;Raillimont;0;93.9;75.9;0
02635;Ramicourt;0;96.6;78.9;0
02636;Regny;0;86.2;91;0
02637;Remaucourt;2.4;93.6;94.4;0
02638;Remies;0;96.7;93.7;1
02639;Remigny;2;92;93.3;0.6
02640;Renansart;0;89.6;85.4;2.1
02641;Renneval;2.1;90;68.1;2.1
02642;Résigny;0;86.1;89.1;0
02643;Ressons-le-Long;2.2;91.3;90.6;0.3
02644;Retheuil;4.9;94.6;88.5;0
02645;Reuilly-Sauvigny;0.9;92.4;90.5;0
02647;Ribeauville;0;97.1;80.6;0
02648;Ribemont;2;81.1;82.8;0.8
02649;Rocourt-Saint-Martin;5.2;97.2;82.6;0
02650;Rocquigny;2.9;92.6;80.1;2.2
02651;Rogécourt;8.3;97.6;83.3;2.1
02652;Rogny;2.2;95;75.6;0
02653;Romeny-sur-Marne;19.1;90.4;67.2;2.5
02654;Romery;0;94.7;93.8;0
02655;Ronchères;3.5;94.7;84.2;0
02656;Roucy;0.4;95.9;94.3;0.6
02657;Rougeries;1.3;89.2;82.7;1.3
02658;Roupy;1.1;93.2;85.7;1.1
02659;Rouvroy;3.8;89.8;87.6;2.4
02660;Rouvroy-sur-Serre;0;95.2;80;0
02661;Royaucourt-et-Chailvet;0;97.9;96.8;0
02662;Rozet-Saint-Albin;4.2;94.8;88.2;0
02663;Rozières-sur-Crise;2.7;94.1;83.7;0
02664;Rozoy-Bellevalle;7.7;96.4;84.6;0
02665;Grand-Rozoy;3.6;95.8;89.8;0.7
02666;Rozoy-sur-Serre;0.3;80.2;73.3;0.6
02667;Saconin-et-Breuil;1.2;90.8;94;0
02668;Sains-Richaumont;1.5;85.8;79.7;0.9
02670;Saint-Algis;4;86.6;72;0
02671;Saint-Aubin;0;94.6;89.9;0
02672;Saint-Bandry;2.6;91.7;91.3;0.9
02673;Saint-Christophe-à-Berry;0.5;94.8;93.4;0
02674;Saint-Clément;0;94.7;62.5;0
02675;Sainte-Croix;0;90.9;92.3;1.5
02676;Saint-Erme-Outre-et-Ramecourt;2.6;91.1;85.6;1.7
02677;Saint-Eugène;4.7;84.2;89.4;1.2
02678;Sainte-Geneviève;0;93.3;91.3;0
02679;Saint-Gengoulph;9.3;98.2;86.7;0
02680;Saint-Gobain;3.4;89.3;83.1;0.2
02681;Saint-Gobert;0;86.1;85.9;3.2
02682;Saint-Mard;0;94.2;88.6;0
02683;Saint-Martin-Rivière;0;86.8;85.4;0
02684;Saint-Michel;2.6;81;82.4;0.6
02685;Saint-Nicolas-aux-Bois;2;100;96;0
