Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des actifs occupés de 15 ans ou plus  les transports en commun 2021;Part des ménages ayant au moins 1 voiture 2021;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021
40219;Payros-Cazautets;0;97.4;92.3;0
40220;Pécorade;0;91.2;87.5;0
40221;Perquie;0;94.8;88.9;1.5
40222;Pey;1.2;95.4;89.8;0.5
40223;Peyre;1.8;95.6;89.6;0.9
40224;Peyrehorade;1.9;87.9;86;2.4
40225;Philondenx;0;91.7;89.5;0
40226;Pimbo;0;95.7;83.1;0
40227;Pissos;2.9;91;82.8;3.2
40228;Pomarez;0.5;93.3;87.8;0.9
40229;Pontenx-les-Forges;1;94;90;1.9
40230;Pontonx-sur-l'Adour;0.7;94.8;92;1
40231;Port-de-Lanne;1;94.8;92.4;0
40232;Poudenx;2.3;96;90.7;0
40233;Pouillon;1.2;94.7;90.3;0.4
40234;Pouydesseaux;1;96.5;92.2;0.5
40235;Poyanne;0.3;95.5;92.4;0
40236;Poyartin;0.8;95.9;87.1;0.3
40237;Préchacq-les-Bains;0.3;94.1;93.3;1
40238;Pujo-le-Plan;0.4;95.9;97.1;0
40239;Puyol-Cazalet;0;86.7;82.2;0
40240;Renung;0.4;96.6;90.5;0.9
40242;Rimbez-et-Baudiets;0;97.6;93.5;0
40243;Rion-des-Landes;1.2;91.7;88.2;2.3
40244;Rivière-Saas-et-Gourby;1.9;95.8;91.1;0.4
40245;Roquefort;0.5;92.2;85.2;2.2
40246;Sabres;2.2;93.4;83.8;2
40247;Saint-Agnet;0;96.1;80.5;1.2
40248;Saint-André-de-Seignanx;1.1;96.5;93.5;0.3
40249;Saint-Aubin;1.8;93.4;86.8;0
40250;Saint-Avit;0.3;97.1;92.3;1
40251;Saint-Barthélemy;0.5;96.2;95.9;0
40252;Sainte-Colombe;0.7;96.2;93.3;0
40253;Saint-Cricq-Chalosse;0.4;93.7;89.9;0.4
40254;Saint-Cricq-du-Gave;0;96.1;97;0
40255;Saint-Cricq-Villeneuve;0;96.8;94.8;0
40256;Saint-Étienne-d'Orthe;1;96.8;94.1;0.3
40257;Sainte-Eulalie-en-Born;0.4;96.9;91.2;0.6
40258;Sainte-Foy;0;99.3;97;0
40259;Saint-Gein;0;94.5;96.6;0
40260;Saint-Geours-d'Auribat;0.6;97.3;93.3;1.1
40261;Saint-Geours-de-Maremne;1.1;95.9;88.2;0.6
40262;Saint-Gor;0.7;97.1;96.2;0.7
40263;Saint-Jean-de-Lier;1.1;97.1;91.8;1.6
40264;Saint-Jean-de-Marsacq;0.2;96;92.7;0.5
40265;Saint-Julien-d'Armagnac;2.7;98;94.6;0
40266;Saint-Julien-en-Born;0.9;91.8;81.6;3.6
40267;Saint-Justin;0;90.5;89.4;1.6
40268;Saint-Laurent-de-Gosse;0.6;98.5;93;0.3
40269;Saint-Lon-les-Mines;2.2;96.3;88.7;0.4
40270;Saint-Loubouer;0.6;94.8;88.9;0
40271;Sainte-Marie-de-Gosse;1.3;97.9;92.2;1
40272;Saint-Martin-de-Hinx;1.3;97.1;91.8;0.4
40273;Saint-Martin-de-Seignanx;1.7;94.9;89.9;0.6
40274;Saint-Martin-d'Oney;0.6;94.8;92.4;0.7
40275;Saint-Maurice-sur-Adour;0.8;97.7;92.7;0.8
40276;Saint-Michel-Escalus;3.7;97.5;81;0
40277;Saint-Pandelon;0.7;96.9;90.8;0.3
40278;Saint-Paul-en-Born;1.1;94.9;94.1;0.3
40279;Saint-Paul-lès-Dax;3.8;87.8;84.1;2.6
40280;Saint-Perdon;1;97.8;92.6;0.3
40281;Saint-Pierre-du-Mont;2.2;91.7;89.1;2.4
40282;Saint-Sever;0.7;91.4;87.7;1.3
40283;Saint-Vincent-de-Paul;1.5;96.3;92.4;0.5
40284;Saint-Vincent-de-Tyrosse;1.6;91.8;88.4;1.5
40285;Saint-Yaguen;0.7;93.2;92.4;0.7
40286;Samadet;0.9;93.8;89.7;0.2
40287;Sanguinet;2.9;94.6;89.1;1.4
40288;Sarbazan;1;95.9;92.4;1.7
40289;Sarraziet;0;96.6;90.3;0
40290;Sarron;0;91.7;85.7;0
40291;Saubion;1.4;97.8;90.9;0.7
40292;Saubrigues;1.2;95.7;90.7;0.9
40293;Saubusse;1;95.4;91.8;1.1
40294;Saugnac-et-Cambran;1.9;97.2;92.5;0.2
40295;Saugnac-et-Muret;1.8;95.7;92.1;0.5
40296;Seignosse;2.1;96.4;85;2.4
40297;Le Sen;0;94.5;90.6;1.2
40298;Serres-Gaston;0;95.9;91.7;0
40299;Serreslous-et-Arribans;1.3;100;94.8;0
40300;Seyresse;1.7;96;90.8;1
40301;Siest;5;100;90;0
40303;Solférino;4.2;97.6;86.9;0
40304;Soorts-Hossegor;2.2;94;82.4;1.6
40305;Sorbets;0;98.8;81.6;1.1
40306;Sorde-l'Abbaye;1.1;94.6;94.4;0.4
40307;Sore;1.2;92.3;82.3;2.4
40308;Sort-en-Chalosse;1.1;97.2;87;0.5
40309;Souprosse;0;94.7;86.9;0.7
40310;Soustons;3.4;92.9;84.4;2.8
40311;Taller;0.9;97.4;94.1;0.6
40312;Tarnos;4.8;93.5;87.1;1.3
40313;Tartas;2.1;87.8;88;1.3
40314;Tercis-les-Bains;2.1;97.3;93.1;0.7
40315;Téthieu;1.2;97.5;93.1;0.3
40316;Tilh;0.9;95.2;89.7;0
40317;Tosse;1.5;96.6;90.9;0.7
40318;Toulouzette;0;96.9;88.2;1.6
40319;Trensacq;0;95.6;89.3;0
40320;Uchacq-et-Parentis;0;97.1;93.8;0.4
40321;Urgons;0;97.1;91.3;1
40322;Uza;0;88.9;84.5;1.7
40323;Vert;1;97.4;89.9;0
40324;Vicq-d'Auribat;2.8;96.2;93.9;0
40325;Vielle-Tursan;0;90.8;87.5;0
40326;Vielle-Saint-Girons;0.2;95.6;87.7;2.7
40327;Vielle-Soubiran;1.1;97.2;90.3;2.2
40328;Vieux-Boucau-les-Bains;1.5;92.5;73.2;12
40329;Le Vignau;0.9;95.7;92.3;0
40330;Villenave;2.6;97.1;85.6;0
40331;Villeneuve-de-Marsan;1;92.7;84.9;1.7
40332;Ychoux;5.4;93;84.7;1.7
40333;Ygos-Saint-Saturnin;1.2;92.2;87.9;2.3
40334;Yzosse;1.1;95.8;86.3;1.7
41001;Ambloy;2.1;95.2;94.7;0
41002;Angé;0.9;95.3;89;0.9
41003;Areines;2.8;94.6;86.1;3.3
41004;Artins;1;92.7;82.5;1
41006;Autainville;1.3;94.9;88.9;0.5
41007;Authon;2.2;94.9;86.3;0.8
41008;Avaray;2.6;96.4;92.1;1.2
41009;Averdon;0.3;97.1;93.8;0
41010;Azé;6.8;96.1;81.6;1.7
41012;Baillou;4.2;96.6;82.6;1.3
41013;Bauzy;0.9;97.4;89.1;0.9
41014;Beauchêne;4.9;93.2;85.2;0
41016;Billy;0.9;96.6;89.1;1.3
41017;Binas;0.4;89.8;88.3;1.1
41018;Blois;10.9;76.5;67.8;5.6
41019;Boisseau;5.2;95.7;86.2;0
41020;Bonneveau;1.6;93.2;83.8;0.6
41022;Bouffry;8.6;93.8;75.9;1.7
41024;Boursay;4.9;94.3;69.5;2.4
41025;Bracieux;2.2;91.1;80.5;2.5
41026;Brévainville;1.5;96.3;82.1;0
41027;Briou;4.6;94.8;86.2;0
41028;Busloup;0.5;96.5;95.1;0
41029;Candé-sur-Beuvron;3;97.2;90;1.1
41030;Cellé;1.2;93.1;86.6;0
41031;Cellettes;1.4;95.7;89.9;0.6
41032;Chailles;3.1;95.5;89.6;2.3
41034;Chambord;2.9;84.6;52.3;5.8
41035;Champigny-en-Beauce;2.7;95.7;92.4;0.3
41036;Chaon;2.8;97.2;84.4;0
41037;La Chapelle-Enchérie;2.2;91.5;90.1;0
41038;La Chapelle-Montmartin;0.6;95;88.7;0
41039;La Chapelle-Saint-Martin-en-Plaine;2.8;96.2;87.2;0.6
41040;La Chapelle-Vendômoise;0.8;97;94.2;0.5
41041;La Chapelle-Vicomtesse;9.8;92.8;72;0
41042;Châteauvieux;1.1;94.5;84.5;0
41043;Châtillon-sur-Cher;0.6;94.6;92.8;0.4
41044;Châtres-sur-Cher;3.1;88.7;85.8;1
41045;Chaumont-sur-Loire;4.3;95.2;88.7;0.6
41046;Chaumont-sur-Tharonne;2.5;92.6;84.3;1.1
41047;La Chaussée-Saint-Victor;3.2;92.5;85.6;2.5
41048;Chauvigny-du-Perche;1.9;93.2;83;0
41049;Chémery;1.8;89.5;81.5;2.1
41050;Cheverny;1.7;95.2;84.9;0.5
41051;Chissay-en-Touraine;5.3;91.2;85.5;0
41052;Chitenay;1.5;97.3;93.2;0.2
41053;Choue;5.9;94.9;73.3;1.6
41054;Choussy;1.1;94.8;91.4;0
41055;Valloire-sur-Cisse;2.7;94;89.1;1.2
41057;Conan;1.3;98.5;89.5;0
41058;Concriers;5.1;98.6;89.9;0
41059;Le Controis-en-Sologne;1;91.3;87.6;1.8
41060;Cormenon;2.3;86.9;77.1;2.8
41061;Cormeray;1.6;97;93;0.3
41062;Couddes;0;97;85.1;0.4
41063;Couffy;1;94.6;88.8;0
41065;Coulommiers-la-Tour;3.3;96.2;87.8;1.1
41066;Courbouzon;2.7;95.6;92.3;0.5
41067;Cour-Cheverny;1.8;92.7;85.4;2
41068;Courmemin;1;93.1;89.8;0
41069;Cour-sur-Loire;0.8;94.1;90.6;1
41070;Vallée-de-Ronsard;2.1;92.5;89.4;0
41071;Crouy-sur-Cosson;2.9;97.1;87.1;1.3
41072;Crucheray;2.8;97.7;88.4;1.1
41073;Danzé;4.4;95.6;85;0.9
41074;Dhuizon;0.8;89.4;86.4;3.1
41075;Droué;2.1;85.7;68.2;6.9
41077;Épiais;1.6;96.4;90.5;0
41078;Épuisay;7.8;95.8;84.3;0.3
41079;Les Essarts;2.6;94.1;82.1;0
41080;Faverolles-sur-Cher;1.5;92.8;91.8;0
41081;Faye;0.9;94.7;95.5;0
41083;La Ferté-Beauharnais;3.4;93.5;87.5;0.9
41084;La Ferté-Imbault;8.4;89.2;83.5;0.6
41085;La Ferté-Saint-Cyr;1.4;94.3;88.9;1.4
41086;Fontaines-en-Sologne;0;95.9;92.5;0
41087;Fontaine-les-Coteaux;3.4;96.1;88.3;0.6
41088;Fontaine-Raoul;2;90.3;87.2;0
41089;La Fontenelle;6.3;96.9;78.1;1
41090;Fortan;5.7;95.2;89.4;0
41091;Fossé;2.9;96.7;91.6;1.7
41093;Françay;1.5;96.9;89.1;0.7
41094;Fresnes;0.5;95.2;92.9;1.4
41095;Fréteval;3;90.6;85.1;1.4
41096;Le Gault-du-Perche;3.4;94.5;67.9;3.5
41097;Gièvres;1.2;93.9;86.2;4.3
41098;Gombergean;0;97.3;91.2;0
41099;Gy-en-Sologne;0;92.9;88.5;1
41100;Les Hayes;3.9;96.2;80.3;0
41101;Herbault;1.5;91.5;87.8;1.1
41102;Houssay;3.9;94;84.4;1
41103;Huisseau-en-Beauce;2;94.5;93.9;0.5
41104;Huisseau-sur-Cosson;1.3;97.3;93.4;0.8
41105;Josnes;4.3;94.3;87.5;0.8
41106;Lamotte-Beuvron;5.7;86.1;76.1;4.4
41107;Lancé;1.4;92.7;91.8;0.5
41108;Lancôme;0;98.1;93.8;0
41109;Landes-le-Gaulois;2;97.3;90.9;0
41110;Langon-sur-Cher;2.9;94.3;86.5;0
41112;Lassay-sur-Croisne;1;99;92.7;0.9
41113;Lavardin;6.4;91;80.6;3.1
41114;Lestiou;3.4;96;91.1;0.7
41115;Lignières;1.1;95.1;92.9;0.5
41116;Lisle;1.1;97.6;95.7;0
41118;Loreux;2.2;94.9;86.2;1.2
41119;Lorges;1.7;97.9;91.3;0
41120;Lunay;8.7;95;82.4;0.5
41121;La Madeleine-Villefrouin;6.7;100;86.7;0
41122;Maray;0;96.4;83.2;0
41123;Marchenoir;0.5;91.4;83.8;2.7
41124;Marcilly-en-Beauce;2;95.3;92.7;1.4
41125;Marcilly-en-Gault;2;95.4;90.2;1
41126;Mareuil-sur-Cher;1.3;93.3;92;0.2
41127;La Marolle-en-Sologne;1.6;94.3;87.1;0.5
41128;Marolles;2.6;95.4;91.3;1.9
41129;Maslives;1;97.1;91.6;0.3
41130;Maves;2.4;96.3;88.5;0.3
41131;Mazangé;10.1;96;81.2;0.3
41132;Méhers;1.9;93.4;88.6;0.6
41134;Menars;1.4;94.3;87.9;0.3
41135;Mennetou-sur-Cher;1.5;87.4;83.3;0.9
41136;Mer;6.2;86.3;79.6;2.7
41137;Mesland;4.6;97.3;88.7;0.5
41138;Meslay;5.9;98.5;88.1;4
41139;Meusnes;1.3;91.6;90.1;1.3
41140;Millançay;0.3;94.5;86.3;0.3
41141;Moisy;0.6;96;92.6;0
41142;Valencisse;2.9;96;91;0.5
41143;Mondoubleau;1.8;79.7;66.2;2.3
41144;Monteaux;5.1;95.6;87.4;0.7
41145;Monthou-sur-Bièvre;2.8;95.3;89.1;0.7
41146;Monthou-sur-Cher;1;92.2;87.5;0.7
41147;Les Montils;2.1;95.1;91.7;0.7
41148;Montlivault;0.5;93.9;90.5;1.7
41149;Montoire-sur-le-Loir;1.9;85.5;77.8;3.9
41150;Mont-près-Chambord;1.9;94.5;91.6;0.7
41151;Montrichard Val de Cher;4.2;82;77.4;1.8
41152;Montrieux-en-Sologne;0.8;94.5;87.1;0.4
41153;Montrouveau;0;93.7;89.5;0
41154;Morée;0.8;90;86.4;0.8
41155;Muides-sur-Loire;3.1;92.8;86.3;1.6
41156;Mulsans;2.5;97.8;92.5;0
41157;Mur-de-Sologne;1.5;92.6;88.2;0.6
41158;Naveil;6;92.1;84.9;3
41159;Neung-sur-Beuvron;2.1;91.1;81.6;0.9
41160;Neuvy;0;94.3;88;3.8
41161;Nouan-le-Fuzelier;4;89;82.8;2.4
41163;Nourray;1.9;94.4;81.1;1.9
41164;Noyers-sur-Cher;2.4;90.4;86.2;1.8
41166;Oisly;0.5;93.6;82.9;1
41167;Veuzain-sur-Loire;5;88.7;82.8;0.9
41168;Orçay;3.3;99;87.9;1.1
41171;Oucques La Nouvelle;0.5;86.9;80.1;2.6
41172;Ouzouer-le-Doyen;1.1;92.4;88.8;0
41173;Beauce la Romaine;1;94.9;86.9;0.5
41174;Périgny;0;98.8;92.4;0
41175;Pezou;3.1;93.1;85.9;0.8
41176;Pierrefitte-sur-Sauldre;1.6;90.5;82.5;3.5
41177;Le Plessis-Dorin;1.9;91.5;71.2;0
41178;Le Plessis-l'Échelle;0;93.3;88.2;0
41179;Le Poislay;0;96.7;92.1;0
41180;Pontlevoy;1.4;86.8;79.6;1.9
41181;Pouillé;1.5;94.7;89.8;0.3
41182;Pray;2.1;95.6;90.7;0.7
41184;Prunay-Cassereau;1.1;94.6;87.1;1
41185;Pruniers-en-Sologne;1.8;94.6;90.6;1
41186;Rahart;3.7;95.9;90.2;0
41187;Renay;5.2;97.5;88.3;2.6
41188;Rhodon;0;95.9;90.9;0
41189;Rilly-sur-Loire;3.8;97.2;63.1;15.1
41190;Rocé;1;92.9;88.7;2.1
41191;Roches;3.6;93.1;75;0
41192;Les Roches-l'Évêque;3.5;93;89.1;1.5
41193;Romilly;1.6;96.1;81.3;0
41194;Romorantin-Lanthenay;1.8;85;81.8;3.9
41195;Rougeou;0;94.8;92.8;0
41196;Ruan-sur-Egvonne;8;100;64;0
41198;Saint-Aignan;1.5;79.3;77;1.3
41199;Saint-Amand-Longpré;3.3;92.1;82.2;3.1
41200;Sainte-Anne;3;98.3;90.5;0.9
41201;Saint-Arnoult;0;95.2;96.1;0
41203;Saint-Bohaire;1.3;95.5;91.6;0.8
41204;Saint-Claude-de-Diray;1.5;95.2;91.8;1.8
41205;Saint-Cyr-du-Gault;1.2;93.6;86.4;0
41206;Saint-Denis-sur-Loire;3.2;96.8;88.4;2
41207;Saint-Dyé-sur-Loire;3.8;95.1;85.1;1.1
41208;Saint-Étienne-des-Guérets;3.3;95.6;93.3;0
41209;Saint-Firmin-des-Prés;4.7;96.3;88.5;0.6
41211;Saint-Georges-sur-Cher;2.7;93.6;87.5;1.3
41212;Saint-Gervais-la-Forêt;5.4;93.8;83.5;2.5
41213;Saint-Gourgon;0;84;90.6;0
41214;Saint-Hilaire-la-Gravelle;0.8;95.8;87.1;0.9
41215;Saint-Jacques-des-Guérets;0;92.2;95.2;2.4
41216;Saint-Jean-Froidmentel;6;94.8;84.7;1.3
41217;Saint-Julien-de-Chédon;1.6;94.9;88.8;1
41218;Saint-Julien-sur-Cher;2;95.2;88.4;0.7
41219;Saint-Laurent-des-Bois;0.7;91.5;94.1;0
41220;Saint-Laurent-Nouan;2.6;94.8;86.2;2.2
41221;Saint-Léonard-en-Beauce;0.6;96.5;91.8;0.7
41222;Saint-Loup;2.6;91.6;82.3;0
41223;Saint-Lubin-en-Vergonnois;1.7;99;91.9;0.6
41224;Saint-Marc-du-Cor;6.2;92.8;79;0
41225;Saint-Martin-des-Bois;3;95.7;82.3;1.1
41226;Saint-Ouen;3.5;90.8;86.4;2.5
41228;Saint-Rimay;4.3;93.4;90.6;0
41229;Saint-Romain-sur-Cher;1.5;94.3;90.9;0.2
41230;Saint-Sulpice-de-Pommeray;1.6;96.6;91.4;1.6
41231;Saint-Viâtre;2.2;92.1;80.6;1.6
41232;Salbris;9.7;83.9;72.5;3.5
41233;Sambin;2.9;93.1;88.5;1
41234;Santenay;0.8;94.2;94.6;0.8
41235;Sargé-sur-Braye;2.7;92.5;85.5;1.6
41236;Sasnières;8.3;92.5;83.3;0
41237;Sassay;1.1;94.6;89.1;1.2
41238;Savigny-sur-Braye;1.8;88.7;81.2;0.8
41239;Seigy;1.1;92.2;89.7;1.1
41241;Selles-Saint-Denis;4.3;93;85.7;1.6
41242;Selles-sur-Cher;2;87.1;86.8;1.5
41243;Selommes;2.6;93.7;87.3;0.3
41245;Séris;1.1;97.3;92;1.1
41246;Seur;0.9;97;93.5;0.4
41247;Soings-en-Sologne;0.4;94.1;90;1.6
41248;Couëtron-au-Perche;1.8;93.7;72.7;1.1
41249;Souesmes;4.3;92.1;85.7;1.2
41250;Sougé;3.2;88.7;81.9;2.3
41251;Souvigny-en-Sologne;1.8;95;83.6;0.9
41252;Suèvres;2.3;93.9;90.5;0.3
41253;Talcy;5.8;98.3;76;1.6
41254;Le Temple;3.8;96.4;76;2.5
41255;Ternay;4.5;94.6;85.8;0.7
41256;Theillay;3.6;87.8;88.4;1.3
41258;Thésée;1.4;93.9;90.9;1
41259;Thoré-la-Rochette;7.5;94.7;79.9;2.4
41260;Thoury;0.5;93.5;92.1;0.6
41261;Tourailles;0;98.2;96.4;1.8
41262;Tour-en-Sologne;1.9;96.5;91.9;1.7
41265;Troo;4.1;92.5;75.8;1
41266;Valaire;0;94.6;88.3;0
41267;Vallières-les-Grandes;2;94.7;85.4;0.5
41268;Veilleins;1.5;94.6;78.8;0
41269;Vendôme;9.4;79.5;69.2;4.4
41271;Vernou-en-Sologne;1.6;93.8;85.2;1.9
41273;Vievy-le-Rayé;2.2;97.5;89.9;0
41274;Villavard;2;95.4;92.2;0
41275;La Ville-aux-Clercs;1.5;92.3;83.6;1.5
41276;Villebarou;2.8;95.4;88.8;2.7
41277;Villebout;6.5;96.2;78.3;0
41278;Villechauve;1.6;98.2;92.2;0
41279;Villedieu-le-Château;2.6;95.3;85.6;0
41280;Villefranche-sur-Cher;2.1;93.2;91.8;1.5
41281;Villefrancœur;1.6;97.2;91.9;0
41282;Villeherviers;1.8;97.2;87.1;0.6
41283;Villemardy;2.1;96.4;94.4;0
41284;Villeneuve-Frouville;0;88.9;89.3;3.6
41285;Villeny;1.3;94.6;85.3;1.3
41286;Villeporcher;1.4;95.7;93.2;0
41287;Villerable;2.5;96.9;91.3;0
41288;Villerbon;1.3;97.6;93;0.5
41289;Villermain;2.9;98;84.5;0.5
41290;Villeromain;2.2;98.9;83.3;0
41291;Villetrun;4.1;97.7;86.4;1.3
41292;Villexanton;1;95.3;91.4;1
41293;Villiersfaux;1.7;99;88.8;0
41294;Villiers-sur-Loir;7.8;93.1;83.7;0.6
41295;Vineuil;3.5;93.7;88.2;2.1
41296;Vouzon;4.2;94.6;86.7;0.5
41297;Yvoy-le-Marron;1.9;95.8;80.2;1.3
42001;Aboën;0;95.6;94.2;0.9
42002;Ailleux;0;93.3;87.1;0
42003;Ambierle;2.1;97;88.7;0.6
42005;Andrézieux-Bouthéon;4.9;87.6;84.7;1.4
42006;Apinac;0.6;95.7;83.9;2.3
42007;Arcinges;0.9;93.2;90.7;0.9
42008;Arcon;0;94;91.1;0
42009;Arthun;1.4;94.6;91.9;0
42010;Aveizieux;1.6;97.3;92.4;0.9
42011;Balbigny;3.7;88.6;85.5;1.4
42012;Bard;2;97;87.8;1.3
42013;Bellegarde-en-Forez;2.6;95.8;89.3;0.8
42014;Belleroche;2.6;97.1;87.8;0
42015;Belmont-de-la-Loire;2.8;93.7;82;1.4
42016;La Bénisson-Dieu;1.1;97.7;91.8;0.6
42017;Le Bessat;3.6;96.2;84.3;3.6
42018;Bessey;2.3;97.2;87.2;1.4
42019;Boën-sur-Lignon;2.6;79.7;83.7;1
42020;Boisset-lès-Montrond;1.1;96.1;92.5;0.6
42021;Boisset-Saint-Priest;3;97.6;90.6;0.3
42022;Bonson;3.6;94;89.2;1.1
42023;Bourg-Argental;2.3;87.8;82.5;0.5
42025;Boyer;0;100;89.3;1.2
42026;Briennon;2.4;94.5;89.5;0.4
42027;Bully;2.6;96.8;85.8;0.5
42028;Burdignes;1.6;98.5;73.7;3.8
42029;Bussières;4.1;93.4;84.7;0.9
42030;Bussy-Albieux;1.3;91.6;88.7;0
42031;Caloire;2.2;100;93;0.6
42032;Cellieu;3.3;95.5;89.2;0.1
42033;Le Cergne;1;96.2;90.8;0
42034;Cervières;0;91.5;83;4.3
42035;Cezay;1;92;91.3;0
42036;Chagnon;6.2;95.8;86.9;0.8
42037;Chalain-d'Uzore;1.3;97.3;90.9;0.7
42038;Chalain-le-Comtal;1.5;98.3;89.9;1.3
42039;Chalmazel-Jeansagnière;2.9;86.8;67.7;0
42040;La Chamba;0;95.7;94.4;0
42041;Chambéon;0.4;97.4;87.4;1.5
42042;Chambles;0.4;98.6;91.5;0.8
42043;Chambœuf;2.1;97.8;91.4;0.9
42044;Le Chambon-Feugerolles;10.3;78.6;80;1
42045;La Chambonie;0;87;78.6;7.1
42046;Champdieu;1.9;93.8;89.6;1.8
42047;Champoly;1.9;92.9;87.6;0.9
42048;Chandon;0.8;96.5;88.4;0.8
42049;Changy;1.4;93.5;90.5;1.1
42050;La Chapelle-en-Lafaye;0;96.9;90.7;0
42051;La Chapelle-Villars;6.7;97.3;86.1;0.4
42052;Charlieu;1.9;77.2;72.6;3.4
42053;Châteauneuf;5.9;96.3;89.1;0.6
42054;Châtelneuf;1.1;94.6;91.5;1.2
42055;Châtelus;4.4;100;80.9;0
42056;Chavanay;4.6;93.3;86.7;0.2
42058;Chazelles-sur-Lavieu;0.7;94.2;94.1;0
42059;Chazelles-sur-Lyon;3.3;87.7;80.1;1.6
42060;Chenereilles;2.8;97.5;89.9;0
42061;Cherier;0;92.2;83.1;0.9
42062;Chevrières;1.2;96.6;87.7;0.5
42063;Chirassimont;4.7;88.6;82.6;0
42064;Chuyer;5.3;98.7;87.3;0.3
42065;Civens;1.7;98.3;91;1.2
42066;Cleppé;1.2;97.4;91.7;0.4
42067;Colombier;0.7;96.2;88.9;0
42068;Combre;0.5;97.4;96.2;0
42069;Commelle-Vernay;2.8;97.3;91;1.7
42070;Cordelle;0.5;95.2;91.2;0.2
42071;Le Coteau;5.4;80.8;77.6;4.1
42072;La Côte-en-Couzan;0;94.3;91.7;0
42073;Cottance;2.6;96.8;86.8;0
42074;Coutouvre;0.4;92.2;84.2;0.2
42075;Craintilleux;1.7;98.3;94;0
42076;Cremeaux;0.5;88.7;81.4;0.2
42077;Croizet-sur-Gand;0.6;93.5;88.2;1.3
42078;Le Crozet;1.7;90.1;81.9;0.9
42079;Cuinzier;0.3;93.4;91.8;0.6
42081;Cuzieu;2.4;97.9;92.6;0
42083;Dargoire;6.7;98.5;89.1;0
42084;Débats-Rivière-d'Orpra;1.5;91.3;95.5;0
42085;Doizieux;3.4;97.5;89.7;0.5
42086;Écoche;2.8;94.8;87.9;0.9
42087;Écotay-l'Olme;4.6;98.2;90.4;1.1
42088;Épercieux-Saint-Paul;2.7;95.7;81.1;1.8
42089;Essertines-en-Châtelneuf;1.7;97.4;90.8;0.7
42090;Essertines-en-Donzy;1.4;96.2;90.6;0
42091;Estivareilles;1.6;94.9;86.5;0.3
42092;L'Étrat;6.1;91.3;87.1;0.9
42093;Farnay;5.3;96.7;88.8;0.3
42094;Feurs;4.2;79.7;74;3.7
42095;Firminy;8.9;73.9;78.1;0.5
42096;Fontanès;3.3;97.3;85;0.6
42097;La Fouillouse;4.2;94.5;89.1;0.5
42098;Fourneaux;3.3;97.5;85.5;0
42099;Fraisses;4.2;90.6;89;1.1
42100;La Gimond;2.4;98.1;87.1;0.8
42101;Graix;1.6;90.8;90.2;0
42102;Grammond;1.5;96.7;83.6;0.7
42103;La Grand-Croix;7.2;86.9;85;0.6
42104;La Gresle;1.9;93.5;89.4;0
42105;Grézieux-le-Fromental;0.9;98.8;90.2;0
42106;Grézolles;0;89.5;86.8;4.8
42107;Gumières;3.6;98.6;87.7;0.7
42108;L'Hôpital-le-Grand;1.7;97.6;91.2;0.7
42109;L'Hôpital-sous-Rochefort;2.3;86.9;86;0
42110;L'Horme;9.6;86.1;82.6;0.9
42112;Jarnosse;0;95.1;93.9;0
42113;Jas;1;94.2;91.9;0
42115;Jonzieux;1.4;92.8;88.4;1.4
42116;Juré;1.6;95.2;85.7;0
42117;Lavieu;0;94.1;92.9;0
42118;Lay;3.6;93.6;86.5;0
42119;Leigneux;2.1;87.8;90;0
42120;Lentigny;1.9;95.7;91.9;0.5
42121;Lérigneux;0;93.9;86.5;0
42122;Lézigneux;2.1;95.3;91.9;0.4
42123;Lorette;9;86.7;82.7;0.4
42124;Lupé;2.2;94.3;86.2;1.4
42125;Luré;1.6;92.3;90.2;0
42126;Luriecq;1.3;93.9;91.5;0
42127;Mably;3.3;89.7;84.9;3.8
42128;Machézal;3.2;94.6;81.6;0
42129;Maclas;1.8;86.7;86.9;1.2
42130;Magneux-Haute-Rive;2.1;97.6;91.3;0
42131;Maizilly;0;97.2;96.3;0
42132;Malleval;5.2;97.3;84.5;0.3
42133;Marcenod;0.2;95.8;89.1;0.3
42134;Marcilly-le-Châtel;0.9;96;92.2;0.2
42135;Marclopt;1.1;97.1;90;0.7
42136;Marcoux;2;94.5;92.9;0.3
42137;Margerie-Chantagret;1.4;96.6;90.8;0.9
42138;Maringes;2.5;97.1;86.3;0.3
42139;Marlhes;2.6;92.2;83.2;0.5
42140;Marols;1;95.5;85.1;0.5
42141;Mars;0.8;96.5;89.8;1.5
42142;Merle-Leignec;5.6;95.2;85;2.4
42143;Mizérieux;0.9;97.7;88.3;0.4
42145;Montagny;1.7;91.6;85;0.4
42146;Montarcher;0;97;77.3;0
42147;Montbrison;4.1;84.4;80.6;2.6
42148;Montchal;2.9;93.2;81.8;0.5
42149;Montrond-les-Bains;3.2;87.4;87.7;0.9
42150;Montverdun;0.7;92.9;92.2;0
42151;Mornand-en-Forez;0;98.3;85.2;1.5
42152;Nandax;1.1;98.4;90.2;0.4
42153;Neaux;0.4;94;90.1;0.4
42154;Néronde;0.5;93;89.5;0
42155;Nervieux;2.1;92.3;93.2;0
42156;Neulise;1.1;94.4;89;1.4
42157;Noailly;1.3;97.7;89.3;0
42158;Les Noës;1;97.8;91;0
