Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Libellé;Nb de ménages fiscaux 2021;Médiane du niveau de vie 2021
32358;Saint-Antoine;83;23060
32359;Saint-Antonin;72;24430
32360;Saint-Arailles;65;21410
32361;Saint-Arroman;56;21850
32362;Saint-Aunix-Lengros;66;20480
32363;Sainte-Aurence-Cazaux;N/A - résultat non disponible;N/A - résultat non disponible
32364;Saint-Avit-Frandat;N/A - résultat non disponible;N/A - résultat non disponible
32365;Saint-Blancard;96;20940
32366;Saint-Brès;N/A - résultat non disponible;N/A - résultat non disponible
32367;Saint-Christaud;N/A - résultat non disponible;N/A - résultat non disponible
32368;Sainte-Christie;219;23830
32369;Sainte-Christie-d'Armagnac;160;23200
32370;Saint-Clar;484;21220
32371;Saint-Créac;N/A - résultat non disponible;N/A - résultat non disponible
32372;Saint-Cricq;117;24770
32373;Sainte-Dode;97;22250
32374;Saint-Élix-d'Astarac;70;22340
32375;Saint-Élix-Theux;N/A - résultat non disponible;N/A - résultat non disponible
32376;Sainte-Gemme;52;20200
32377;Saint-Georges;71;25500
32378;Saint-Germé;192;20500
32379;Saint-Germier;83;27170
32380;Saint-Griède;57;20960
32381;Saint-Jean-le-Comtal;160;24560
32382;Saint-Jean-Poutge;136;21570
32383;Saint-Justin;71;19610
32384;Saint-Lary;105;24190
32385;Saint-Léonard;70;20880
32386;Saint-Lizier-du-Planté;60;22320
32387;Saint-Loube;N/A - résultat non disponible;N/A - résultat non disponible
32388;Sainte-Marie;148;24410
32389;Saint-Martin;207;24630
32390;Saint-Martin-d'Armagnac;88;23410
32391;Saint-Martin-de-Goyne;58;22800
32392;Saint-Martin-Gimois;N/A - résultat non disponible;N/A - résultat non disponible
32393;Saint-Maur;57;20510
32394;Saint-Médard;150;21850
32395;Sainte-Mère;94;20140
32396;Saint-Mézard;94;20870
32397;Saint-Michel;112;20940
32398;Saint-Mont;137;21560
32399;Saint-Orens;N/A - résultat non disponible;N/A - résultat non disponible
32400;Saint-Orens-Pouy-Petit;81;19620
32401;Saint-Ost;N/A - résultat non disponible;N/A - résultat non disponible
32402;Saint-Paul-de-Baïse;N/A - résultat non disponible;N/A - résultat non disponible
32403;Saint-Pierre-d'Aubézies;N/A - résultat non disponible;N/A - résultat non disponible
32404;Saint-Puy;277;21220
32405;Sainte-Radegonde;72;22940
32406;Saint-Sauvy;152;23140
32407;Saint-Soulan;67;21130
32408;Salles-d'Armagnac;50;22530
32409;Samaran;N/A - résultat non disponible;N/A - résultat non disponible
32410;Samatan;1104;23380
32411;Sansan;N/A - résultat non disponible;N/A - résultat non disponible
32412;Saramon;413;21510
32413;Sarcos;N/A - résultat non disponible;N/A - résultat non disponible
32414;Sarragachies;107;21820
32415;Sarraguzan;N/A - résultat non disponible;N/A - résultat non disponible
32416;Sarrant;158;23850
32417;La Sauvetat;169;20150
32418;Sauveterre;121;23840
32419;Sauviac;N/A - résultat non disponible;N/A - résultat non disponible
32420;Sauvimont;N/A - résultat non disponible;N/A - résultat non disponible
32421;Savignac-Mona;64;22520
32422;Scieurac-et-Flourès;N/A - résultat non disponible;N/A - résultat non disponible
32423;Séailles;N/A - résultat non disponible;N/A - résultat non disponible
32424;Ségos;101;22280
32425;Ségoufielle;428;25050
32426;Seissan;506;21850
32427;Sembouès;N/A - résultat non disponible;N/A - résultat non disponible
32428;Sémézies-Cachan;N/A - résultat non disponible;N/A - résultat non disponible
32429;Sempesserre;130;22480
32430;Sère;N/A - résultat non disponible;N/A - résultat non disponible
32431;Sérempuy;N/A - résultat non disponible;N/A - résultat non disponible
32432;Seysses-Savès;97;24240
32433;Simorre;307;20620
32434;Sion;43;20500
32435;Sirac;69;24770
32436;Solomiac;229;20940
32437;Sorbets;92;21330
32438;Tachoires;47;19950
32439;Tarsac;85;20220
32440;Tasque;108;19350
32441;Taybosc;N/A - résultat non disponible;N/A - résultat non disponible
32442;Terraube;137;21830
32443;Termes-d'Armagnac;87;18970
32444;Thoux;101;25450
32445;Tieste-Uragnoux;71;18210
32446;Tillac;123;20330
32447;Tirent-Pontéjac;N/A - résultat non disponible;N/A - résultat non disponible
32448;Touget;213;24030
32449;Toujouse;106;19280
32450;Tourdun;50;22600
32451;Tournan;80;18260
32452;Tournecoupe;126;21490
32453;Tourrenquets;49;23960
32454;Traversères;N/A - résultat non disponible;N/A - résultat non disponible
32455;Troncens;72;18460
32456;Tudelle;N/A - résultat non disponible;N/A - résultat non disponible
32457;Urdens;110;23770
32458;Urgosse;113;22460
32459;Valence-sur-Baïse;532;20500
32460;Vergoignan;138;22320
32461;Verlus;N/A - résultat non disponible;N/A - résultat non disponible
32462;Vic-Fezensac;1654;20620
32463;Viella;269;21850
32464;Villecomtal-sur-Arros;400;20340
32465;Villefranche-d'Astarac;73;22970
32466;Viozan;N/A - résultat non disponible;N/A - résultat non disponible
32467;Saint-Caprais;56;24090
32468;Aussos;N/A - résultat non disponible;N/A - résultat non disponible
33001;Abzac;872;21060
33002;Aillas;338;21110
33003;Ambarès-et-Lagrave;6960;21780
33004;Ambès;1330;20490
33005;Andernos-les-Bains;6868;27410
33006;Anglade;392;20630
33007;Arbanats;527;24030
33008;Porte-de-Benauge;188;22750
33009;Arcachon;7211;27150
33010;Arcins;230;24010
33011;Arès;3492;25530
33012;Arsac;1546;27250
33013;Artigues-près-Bordeaux;3736;24380
33014;Les Artigues-de-Lussac;463;22970
33015;Arveyres;859;24500
33016;Asques;191;24740
33017;Aubiac;122;24270
33018;Val de Virvée;1448;23240
33019;Audenge;4377;24210
33020;Auriolles;57;20120
33021;Auros;454;22000
33022;Avensan;1180;24460
33023;Ayguemorte-les-Graves;528;25840
33024;Bagas;112;22240
33025;Baigneaux;167;24050
33026;Balizac;210;22590
33027;Barie;128;21580
33028;Baron;452;25300
33029;Le Barp;2245;25550
33030;Barsac;932;22190
33031;Bassanne;55;25320
33032;Bassens;3662;21280
33033;Baurech;353;25640
33034;Bayas;188;21110
33035;Bayon-sur-Gironde;339;20980
33036;Bazas;2346;21110
33037;Beautiran;986;25130
33038;Bégadan;411;20840
33039;Bègles;14473;23360
33040;Béguey;531;21930
33042;Belin-Béliet;2620;23710
33043;Bellebat;122;22500
33044;Bellefond;109;22060
33045;Belvès-de-Castillon;124;23330
33046;Bernos-Beaulac;544;21420
33047;Berson;778;23020
33048;Berthez;114;23070
33049;Beychac-et-Caillau;1023;25370
33050;Bieujac;232;21730
33051;Biganos;4749;24400
33052;Les Billaux;549;23670
33053;Birac;101;22270
33054;Blaignac;136;22370
33055;Blaignan-Prignac;193;22490
33056;Blanquefort;7408;24700
33057;Blasimon;400;21320
33058;Blaye;2400;19750
33059;Blésignac;119;24640
33060;Bommes;206;23100
33061;Bonnetan;406;28070
33062;Bonzac;325;24330
33063;Bordeaux;120075;24870
33064;Bossugan;N/A - résultat non disponible;N/A - résultat non disponible
33065;Bouliac;1465;30540
33066;Bourdelles;N/A - résultat non disponible;N/A - résultat non disponible
33067;Bourg;1001;21100
33068;Bourideys;N/A - résultat non disponible;N/A - résultat non disponible
33069;Le Bouscat;12101;27570
33070;Brach;310;24550
33071;Branne;544;21340
33072;Brannens;85;18640
33073;Braud-et-Saint-Louis;672;20250
33074;Brouqueyran;85;21270
33075;Bruges;9590;25550
33076;Budos;343;22590
33077;Cabanac-et-Villagrains;913;25450
33078;Cabara;201;24330
33079;Cadarsac;136;26800
33080;Cadaujac;2900;24250
33081;Cadillac-sur-Garonne;1231;20240
33082;Cadillac-en-Fronsadais;540;24450
33083;Camarsac;420;26780
33084;Cambes;679;25260
33085;Camblanes-et-Meynac;1204;28180
33086;Camiac-et-Saint-Denis;141;22700
33087;Camiran;188;21510
33088;Camps-sur-l'Isle;262;20700
33089;Campugnan;205;21770
33090;Canéjan;2655;26100
33093;Capian;300;23770
33094;Caplong;96;20920
33095;Captieux;659;20340
33096;Carbon-Blanc;3395;23210
33097;Carcans;1371;23810
33098;Cardan;212;22500
33099;Carignan-de-Bordeaux;1728;27950
33100;Cars;547;22630
33101;Cartelègue;533;20510
33102;Casseuil;173;21110
33103;Castelmoron-d'Albret;N/A - résultat non disponible;N/A - résultat non disponible
33104;Castelnau-de-Médoc;2012;23530
33105;Castelviel;75;19780
33106;Castets et Castillon;643;21380
33108;Castillon-la-Bataille;1542;15750
33109;Castres-Gironde;1014;24940
33111;Caudrot;494;21550
33112;Caumont;66;22860
33113;Cauvignac;63;22630
33114;Cavignac;966;21270
33115;Cazalis;122;22110
33116;Cazats;163;23090
33117;Cazaugitat;101;19390
33118;Cénac;880;28590
33119;Cenon;11737;18920
33120;Cérons;884;23240
33121;Cessac;84;24140
33122;Cestas;7399;28830
33123;Cézac;996;22510
33124;Chamadelle;295;21670
33125;Cissac-Médoc;937;22790
33126;Civrac-de-Blaye;319;21370
33127;Civrac-sur-Dordogne;92;19940
33128;Civrac-en-Médoc;274;20980
33129;Cleyrac;69;21400
33130;Coimères;431;24890
33131;Coirac;91;21110
33132;Comps;219;24090
33133;Coubeyrac;N/A - résultat non disponible;N/A - résultat non disponible
33134;Couquèques;122;21170
33135;Courpiac;48;22240
33136;Cours-de-Monségur;118;20420
33137;Cours-les-Bains;98;19630
33138;Coutras;4059;20730
33139;Coutures;N/A - résultat non disponible;N/A - résultat non disponible
33140;Créon;2252;22410
33141;Croignon;282;26650
33142;Cubnezais;691;22480
33143;Cubzac-les-Ponts;1082;23010
33144;Cudos;348;22100
33145;Cursan;249;26030
33146;Cussac-Fort-Médoc;862;21490
33147;Daignac;195;22800
33148;Dardenac;N/A - résultat non disponible;N/A - résultat non disponible
33149;Daubèze;59;24310
33150;Dieulivol;113;21690
33151;Donnezac;399;19970
33152;Donzac;61;24040
33153;Doulezon;112;21410
33154;Les Églisottes-et-Chalaures;848;18560
33155;Escaudes;78;21180
33156;Escoussans;118;21910
33157;Espiet;293;24360
33158;Les Esseintes;104;20860
33159;Étauliers;793;20490
33160;Eynesse;251;21480
33161;Eyrans;327;21940
33162;Eysines;11055;23980
33163;Faleyras;172;22570
33164;Fargues;675;24700
33165;Fargues-Saint-Hilaire;1554;25170
33166;Le Fieu;191;21090
33167;Floirac;7822;20850
33168;Flaujagues;245;21440
33169;Floudès;N/A - résultat non disponible;N/A - résultat non disponible
33170;Fontet;305;21100
33171;Fossès-et-Baleyssac;88;21270
33172;Fours;116;21790
33173;Francs;84;22200
33174;Fronsac;474;23270
33175;Frontenac;317;20770
33176;Gabarnac;150;23490
33177;Gaillan-en-Médoc;1111;21910
33178;Gajac;171;21040
33179;Galgon;1378;22490
33180;Gans;88;20600
33181;Gardegan-et-Tourtirac;122;23490
33182;Gauriac;367;22360
33183;Gauriaguet;563;22700
33184;Générac;248;20760
33185;Génissac;811;24120
33186;Gensac;355;19930
33187;Gironde-sur-Dropt;593;18940
33188;Giscos;77;18300
33189;Gornac;188;20600
33190;Goualade;52;25180
33191;Gours;225;21850
33192;Gradignan;11083;25980
33193;Grayan-et-l'Hôpital;858;22970
33194;Grézillac;297;23120
33195;Grignols;547;19000
33196;Guillac;70;26010
33197;Guillos;182;22780
33198;Guîtres;745;19940
33199;Gujan-Mestras;10943;25670
33200;Le Haillan;5336;25760
33201;Haux;352;23790
33202;Hostens;659;22830
33203;Hourtin;2021;23480
33204;Hure;265;21100
33205;Illats;582;24130
33206;Isle-Saint-Georges;210;23950
33207;Izon;2457;24460
33208;Jau-Dignac-et-Loirac;476;20520
33209;Jugazan;116;21330
33210;Juillac;92;22260
33211;Labarde;268;24220
33212;Labescau;50;21880
33213;La Brède;1857;29170
33214;Lacanau;3099;25500
33215;Ladaux;82;21380
33216;Lados;71;21000
33218;Lagorce;673;21230
33219;La Lande-de-Fronsac;1003;24990
33220;Lamarque;540;21900
33221;Lamothe-Landerron;440;19290
33222;Lalande-de-Pomerol;258;24080
33223;Landerrouat;91;20480
33224;Landerrouet-sur-Ségur;N/A - résultat non disponible;N/A - résultat non disponible
33225;Landiras;948;23040
33226;Langoiran;990;22960
33227;Langon;3944;20390
33228;Lansac;269;22650
33229;Lanton;3711;25910
33230;Lapouyade;219;21080
33231;Laroque;125;25610
33232;Lartigue;N/A - résultat non disponible;N/A - résultat non disponible
33233;Laruscade;1021;21290
33234;Latresne;1532;28920
33235;Lavazan;102;20690
33236;Lège-Cap-Ferret;4802;26710
33237;Léogeats;341;23290
33238;Léognan;4606;27890
33239;Lerm-et-Musset;224;20050
33240;Lesparre-Médoc;2805;19470
33241;Lestiac-sur-Garonne;255;22850
33242;Les Lèves-et-Thoumeyragues;244;20560
33243;Libourne;11765;20860
33244;Lignan-de-Bazas;157;21340
33245;Lignan-de-Bordeaux;335;27810
33246;Ligueux;67;20130
33247;Listrac-de-Durèze;56;23370
33248;Listrac-Médoc;1109;23550
33249;Lormont;10120;18200
33250;Loubens;132;21040
33251;Louchats;275;24260
33252;Loupes;346;26610
33253;Loupiac;474;21940
33254;Loupiac-de-la-Réole;187;21100
33255;Lucmau;108;21300
33256;Ludon-Médoc;2202;25760
33257;Lugaignac;176;23870
33258;Lugasson;126;20550
33259;Lugon-et-l'Île-du-Carnay;552;22730
33260;Lugos;426;23960
33261;Lussac;520;21680
33262;Macau;1795;23950
33263;Madirac;119;25350
33264;Maransin;420;21440
33266;Marcenais;310;22990
33268;Margaux-Cantenac;1259;23770
33269;Margueron;182;20160
33270;Marimbault;73;24430
33271;Marions;91;20600
33272;Marsas;471;22670
33273;Martignas-sur-Jalle;3243;27750
33274;Martillac;1343;28340
33275;Martres;45;22730
33276;Masseilles;61;21850
33277;Massugas;93;19150
33278;Mauriac;103;25370
33279;Mazères;306;23730
33280;Mazion;233;19810
33281;Mérignac;35344;24770
33282;Mérignas;135;22040
33283;Mesterrieux;92;20810
33284;Mios;4499;25670
33285;Mombrier;191;23240
33287;Mongauzy;274;20020
33288;Monprimblanc;123;21620
33289;Monségur;679;19460
33290;Montagne;628;23230
33291;Montagoudin;71;20740
33292;Montignac;57;22150
33293;Montussan;1466;26030
33294;Morizès;229;19380
33295;Mouillac;N/A - résultat non disponible;N/A - résultat non disponible
33296;Mouliets-et-Villemartin;439;20460
33297;Moulis-en-Médoc;713;23890
33298;Moulon;411;22700
33299;Mourens;154;22480
33300;Naujac-sur-Mer;444;22120
33301;Naujan-et-Postiac;233;23770
33302;Néac;150;24290
33303;Nérigean;358;23470
33304;Neuffons;66;24120
33305;Le Nizan;218;22470
33306;Noaillac;196;21980
33307;Noaillan;713;22810
33308;Omet;116;23600
33309;Ordonnac;211;19950
33310;Origne;80;24640
33311;Paillet;529;22510
33312;Parempuyre;4631;23910
33314;Pauillac;2159;19270
33315;Les Peintures;663;20620
33316;Pellegrue;449;19040
33317;Périssac;473;22830
33318;Pessac;26442;25940
33319;Pessac-sur-Dordogne;208;20460
33320;Petit-Palais-et-Cornemps;286;21520
33321;Peujard;802;23550
33322;Le Pian-Médoc;2819;26940
33323;Le Pian-sur-Garonne;387;25040
33324;Pineuilh;2076;19760
33325;Plassac;422;25610
33326;Pleine-Selve;90;19150
33327;Podensac;1236;22260
33328;Pomerol;275;23330
33329;Pompéjac;112;21920
33330;Pompignac;1439;28280
33331;Pondaurat;188;22510
33332;Porchères;367;21110
33333;Le Porge;1455;24540
33334;Portets;1137;24360
33335;Le Pout;226;25240
33336;Préchac;496;21020
33337;Preignac;930;21470
33339;Prignac-et-Marcamps;621;23040
33341;Pugnac;979;22370
33342;Puisseguin;359;22940
33343;Pujols-sur-Ciron;396;24630
33344;Pujols;243;20270
33345;Le Puy;170;23250
33346;Puybarban;167;20760
33347;Puynormand;125;22910
33348;Queyrac;657;21380
33349;Quinsac;870;27670
33350;Rauzan;548;21010
33351;Reignac;685;19810
33352;La Réole;2005;18000
33353;Rimons;82;19930
33354;Riocaud;74;19270
33355;Rions;698;22300
33356;La Rivière;165;21500
33357;Roaillan;683;25800
33358;Romagne;174;22570
33359;Roquebrune;110;19380
33360;La Roquille;139;20250
33361;Ruch;239;19790
33362;Sablons;516;21770
33363;Sadirac;1843;25600
33364;Saillans;148;24370
33365;Saint-Aignan;88;23940
33366;Saint-André-de-Cubzac;5409;22530
33367;Saint-André-du-Bois;180;22360
33369;Saint-André-et-Appelles;297;22030
33370;Saint-Androny;255;19920
33372;Saint-Antoine-du-Queyret;N/A - résultat non disponible;N/A - résultat non disponible
33373;Saint-Antoine-sur-l'Isle;270;21480
33374;Saint-Aubin-de-Blaye;363;19760
33375;Saint-Aubin-de-Branne;159;25160
33376;Saint-Aubin-de-Médoc;3019;31090
33377;Saint-Avit-de-Soulège;N/A - résultat non disponible;N/A - résultat non disponible
33378;Saint-Avit-Saint-Nazaire;621;20700
33379;Saint-Brice;120;22570
33380;Val-de-Livenne;781;19200
33381;Saint-Caprais-de-Bordeaux;1427;25300
33382;Saint-Christoly-de-Blaye;805;20880
33383;Saint-Christoly-Médoc;139;20880
33384;Saint-Christophe-des-Bardes;169;24580
33385;Saint-Christophe-de-Double;271;20360
33386;Saint-Cibard;74;21580
33387;Saint-Ciers-d'Abzac;541;21660
33388;Saint-Ciers-de-Canesse;327;22030
33389;Saint-Ciers-sur-Gironde;1373;20420
33390;Sainte-Colombe;165;23330
33391;Saint-Côme;138;21340
33392;Sainte-Croix-du-Mont;364;20530
33393;Saint-Denis-de-Pile;2291;21860
33394;Saint-Émilion;764;24470
33395;Saint-Estèphe;737;21210
33396;Saint-Étienne-de-Lisse;76;21180
33397;Sainte-Eulalie;1967;24470
33398;Saint-Exupéry;65;23910
33399;Saint-Félix-de-Foncaude;114;19720
33400;Saint-Ferme;152;20850
33401;Sainte-Florence;56;20440
33402;Sainte-Foy-la-Grande;1177;14050
33403;Sainte-Foy-la-Longue;49;23870
33404;Sainte-Gemme;88;20610
33405;Saint-Genès-de-Blaye;214;23830
33406;Saint-Genès-de-Castillon;157;22100
33407;Saint-Genès-de-Fronsac;340;23630
33408;Saint-Genès-de-Lombaud;151;27690
33409;Saint-Genis-du-Bois;N/A - résultat non disponible;N/A - résultat non disponible
33411;Saint-Germain-de-Grave;63;22520
33412;Saint-Germain-d'Esteuil;552;21580
33413;Saint-Germain-du-Puch;948;25460
33414;Saint-Germain-de-la-Rivière;145;23390
33415;Saint-Gervais;809;23950
33416;Saint-Girons-d'Aiguevives;407;21090
33417;Sainte-Hélène;1153;25300
33418;Saint-Hilaire-de-la-Noaille;155;22660
33419;Saint-Hilaire-du-Bois;N/A - résultat non disponible;N/A - résultat non disponible
33420;Saint-Hippolyte;47;25440
33421;Saint-Jean-de-Blaignac;187;23940
33422;Saint-Jean-d'Illac;3711;27540
33423;Saint-Julien-Beychevelle;260;21700
33424;Saint-Laurent-Médoc;2036;22770
33425;Saint-Laurent-d'Arce;597;23950
33426;Saint-Laurent-des-Combes;100;24110
33427;Saint-Laurent-du-Bois;99;22160
33428;Saint-Laurent-du-Plan;N/A - résultat non disponible;N/A - résultat non disponible
33429;Saint-Léger-de-Balson;133;20760
33431;Saint-Léon;134;23810
33432;Saint-Loubert;80;22640
33433;Saint-Loubès;4081;24300
33434;Saint-Louis-de-Montferrand;856;22090
33435;Saint-Macaire;918;21150
33436;Saint-Magne;487;23740
33437;Saint-Magne-de-Castillon;893;21620
33438;Saint-Maixant;810;21930
33439;Saint-Mariens;626;21340
33440;Saint-Martial;96;22520
33441;Saint-Martin-Lacaussade;548;23070
33442;Saint-Martin-de-Laye;209;22810
33443;Saint-Martin-de-Lerm;62;21620
33444;Saint-Martin-de-Sescas;235;21440
33445;Saint-Martin-du-Bois;328;23030
33446;Saint-Martin-du-Puy;72;23280
33447;Saint-Médard-de-Guizières;1127;19920
33448;Saint-Médard-d'Eyrans;1276;26690
33449;Saint-Médard-en-Jalles;14039;26740
33450;Saint-Michel-de-Castelnau;109;20280
33451;Saint-Michel-de-Fronsac;209;22410
33452;Saint-Michel-de-Rieufret;309;25150
33453;Saint-Michel-de-Lapujade;87;21080
33454;Saint-Morillon;642;27330
33456;Saint-Palais;217;22460
33457;Saint-Pardon-de-Conques;252;25100
33458;Saint-Paul;408;21340
33459;Saint-Pey-d'Armens;92;22050
33460;Saint-Pey-de-Castets;263;22660
33461;Saint-Philippe-d'Aiguille;161;21660
33462;Saint-Philippe-du-Seignal;211;22160
33463;Saint-Pierre-d'Aurillac;592;21810
33464;Saint-Pierre-de-Bat;128;23480
33465;Saint-Pierre-de-Mons;504;22910
33466;Saint-Quentin-de-Baron;1138;22210
33467;Saint-Quentin-de-Caplong;113;21620
33468;Sainte-Radegonde;187;21020
33470;Saint-Romain-la-Virvée;361;24650
33471;Saint-Sauveur;565;23960
33472;Saint-Sauveur-de-Puynormand;153;21660
33473;Saint-Savin;1331;21900
33474;Saint-Selve;1283;27000
33475;Saint-Seurin-de-Bourg;162;22430
33476;Saint-Seurin-de-Cadourne;305;21020
33477;Saint-Seurin-de-Cursac;384;21280
33478;Saint-Seurin-sur-l'Isle;1560;19140
33479;Saint-Sève;92;22420
33480;Saint-Sulpice-de-Faleyrens;601;22850
33481;Saint-Sulpice-de-Guilleragues;98;20620
33482;Saint-Sulpice-de-Pommiers;102;19580
33483;Saint-Sulpice-et-Cameyrac;2070;25480
33484;Saint-Symphorien;804;21370
33485;Sainte-Terre;757;22600
33486;Saint-Trojan;138;21110
33487;Saint-Vincent-de-Paul;388;22830
33488;Saint-Vincent-de-Pertignas;157;22730
33489;Saint-Vivien-de-Blaye;143;23900
33490;Saint-Vivien-de-Médoc;935;21560
33491;Saint-Vivien-de-Monségur;164;19790
33492;Saint-Yzan-de-Soudiac;1023;20730
33493;Saint-Yzans-de-Médoc;165;19900
33494;Salaunes;439;26640
33496;Sallebœuf;1096;27120
33498;Salles;3315;25690
33499;Les Salles-de-Castillon;145;21820
33500;Samonac;201;22200
33501;Saucats;1297;27530
33502;Saugon;190;20830
33503;Saumos;222;23890
33504;Sauternes;321;23230
33505;La Sauve;626;22210
33506;Sauveterre-de-Guyenne;906;19140
33507;Sauviac;155;21930
33508;Savignac;255;21320
33509;Savignac-de-l'Isle;216;23470
33510;Semens;78;23170
33511;Sendets;147;22690
33512;Sigalens;158;20390
33513;Sillas;53;19580
33514;Soulac-sur-Mer;1586;22700
33515;Soulignac;171;20130
33516;Soussac;72;19890
33517;Soussans;682;23100
33518;Tabanac;464;25550
33519;Le Taillan-Médoc;4457;27210
33520;Taillecavat;122;18380
33521;Talais;378;19900
33522;Talence;18715;24260
33523;Targon;898;22930
33524;Tarnès;115;25340
33525;Tauriac;576;21970
33526;Tayac;60;23160
33527;Le Teich;4189;24470
33528;Le Temple;248;26430
33529;La Teste-de-Buch;14358;24540
33530;Teuillac;350;22980
33531;Tizac-de-Curton;140;23790
33532;Tizac-de-Lapouyade;200;23520
33533;Toulenne;1229;21740
33534;Le Tourne;351;24540
33535;Tresses;2185;25960
33536;Le Tuzan;108;21870
33537;Uzeste;208;22130
33538;Valeyrac;237;20450
33539;Vayres;1757;23750
33540;Vendays-Montalivet;1467;21840
33541;Vensac;556;22280
33542;Vérac;330;23840
33543;Verdelais;417;21370
33544;Le Verdon-sur-Mer;862;21480
33545;Vertheuil;527;22650
33546;Vignonet;169;21730
33547;Villandraut;520;21090
33548;Villegouge;538;23370
33549;Villenave-de-Rions;150;22370
33550;Villenave-d'Ornon;18733;23780
33551;Villeneuve;173;21190
33552;Virelade;456;23950
33553;Virsac;482;22160
33554;Yvrac;1213;25960
33555;Marcheprime;2221;25390
34001;Abeilhan;771;21720
34002;Adissan;566;21060
34003;Agde;16947;20410
34004;Agel;117;18830
34005;Agonès;124;23490
34006;Aigne;134;18690
34007;Aigues-Vives;230;19390
34008;Les Aires;277;20570
34009;Alignan-du-Vent;810;22030
34010;Aniane;1308;22130
34011;Arboras;54;22790
34012;Argelliers;418;26320
34013;Aspiran;697;20750
34014;Assas;615;31670
34015;Assignan;83;20380
34016;Aumelas;264;24750
34017;Aumes;224;23840
34018;Autignac;447;21750
34019;Avène;163;18270
34020;Azillanet;194;19560
34021;Babeau-Bouldoux;143;19860
34022;Baillargues;3244;25640
34023;Balaruc-les-Bains;3602;23210
34024;Balaruc-le-Vieux;1107;24440
34025;Bassan;1058;22540
34026;Beaufort;111;20860
34027;Beaulieu;903;27020
34028;Bédarieux;2990;18140
34029;Bélarga;253;22200
34030;Berlou;97;19600
34031;Bessan;2325;20810
34032;Béziers;37364;16830
34033;Boisseron;834;25430
34034;Boisset;N/A - résultat non disponible;N/A - résultat non disponible
34035;La Boissière;427;26690
34036;Le Bosc;632;21880
34037;Boujan-sur-Libron;1629;22710
34038;Le Bousquet-d'Orb;823;18710
34039;Bouzigues;766;25250
34040;Brenas;N/A - résultat non disponible;N/A - résultat non disponible
34041;Brignac;364;20840
34042;Brissac;262;23020
34043;Buzignargues;149;24990
34044;Cabrerolles;163;21530
34045;Cabrières;241;20460
34046;Cambon-et-Salvergues;N/A - résultat non disponible;N/A - résultat non disponible
34047;Campagnan;303;22000
34048;Campagne;134;22300
34049;Camplong;121;20010
34050;Candillargues;823;25040
34051;Canet;1415;22940
34052;Capestang;1491;20850
34053;Carlencas-et-Levas;45;19960
34054;Cassagnoles;54;13740
34055;Castanet-le-Haut;96;18220
34056;Castelnau-de-Guers;560;21920
34057;Castelnau-le-Lez;11572;25160
34058;Castries;2794;26010
34059;La Caunette;150;18590
34060;Causse-de-la-Selle;186;22450
34061;Causses-et-Veyran;296;19850
34062;Caussiniojouls;71;20890
34063;Caux;1184;21810
34064;Le Caylar;218;18430
34065;Cazedarnes;243;20940
34066;Cazevieille;77;33500
34067;Cazilhac;702;21630
34068;Cazouls-d'Hérault;184;21250
34069;Cazouls-lès-Béziers;2171;20990
34070;Cébazan;283;22290
34071;Ceilhes-et-Rocozels;133;17870
34072;Celles;N/A - résultat non disponible;N/A - résultat non disponible
34073;Cers;1086;21550
34074;Cessenon-sur-Orb;1074;21500
34075;Cesseras;204;18700
34076;Ceyras;576;22930
34077;Clapiers;2378;28000
34078;Claret;685;24800
34079;Clermont-l'Hérault;4366;19320
34080;Colombières-sur-Orb;235;21320
34081;Colombiers;1222;22970
34082;Combaillaux;752;29020
34083;Combes;108;21900
34084;Corneilhan;759;22500
34085;Coulobres;163;22510
34086;Courniou;319;19670
34087;Cournonsec;1299;24160
34088;Cournonterral;2759;22850
34089;Creissan;607;21720
34090;Le Crès;4066;25900
34091;Le Cros;N/A - résultat non disponible;N/A - résultat non disponible
34092;Cruzy;454;19610
34093;Dio-et-Valquières;83;21700
34094;Espondeilhan;483;21880
34095;Fabrègues;3099;24410
34096;Faugères;267;21290
34097;Félines-Minervois;234;18210
34098;Ferrals-les-Montagnes;76;17330
34099;Ferrières-les-Verreries;N/A - résultat non disponible;N/A - résultat non disponible
34100;Ferrières-Poussarou;N/A - résultat non disponible;N/A - résultat non disponible
34101;Florensac;2257;20750
34102;Fontanès;143;27330
34103;Fontès;473;21500
34104;Fos;50;18380
34105;Fouzilhon;106;23050
34106;Fozières;96;24900
34107;Fraisse-sur-Agout;143;18790
34108;Frontignan;11002;21830
34109;Gabian;421;19550
34110;Galargues;297;23120
34111;Ganges;2026;17450
34112;Garrigues;91;24840
34113;Gigean;2645;22830
34114;Gignac;2673;21810
34115;Gorniès;70;21040
34116;Grabels;3764;24100
34117;Graissessac;335;17600
34118;Guzargues;188;31110
34119;Hérépian;753;20040
34120;Jacou;2772;26300
34121;Joncels;136;20350
34122;Jonquières;241;22180
34123;Juvignac;5459;23130
34124;Lacoste;134;24910
34125;Lagamas;52;24950
34126;Lamalou-les-Bains;1067;21110
34127;Lansargues;1368;24270
34128;Laroque;764;21690
34129;Lattes;8095;26460
34130;Laurens;765;21000
34131;Lauret;268;25390
34132;Lauroux;116;20160
34133;Lavalette;N/A - résultat non disponible;N/A - résultat non disponible
34134;Lavérune;1393;25360
