Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Libellé;Nb de ménages fiscaux 2021;Médiane du niveau de vie 2021
25463;Pont-de-Roide-Vermondans;1969;22130
25464;Les Pontets;52;33080
25465;Pont-les-Moulins;79;22760
25466;Pouilley-Français;322;25480
25467;Pouilley-les-Vignes;859;26800
25468;Pouligney-Lusans;307;24530
25469;Présentevillers;197;25110
25470;La Prétière;75;22850
25471;Provenchère;53;22610
25472;Puessans;N/A - résultat non disponible;N/A - résultat non disponible
25473;Pugey;292;25110
25474;Le Puy;40;21060
25475;Quingey;495;22950
25476;Rahon;55;22290
25477;Rancenay;164;27530
25478;Randevillers;53;20200
25479;Rang;188;21670
25481;Raynans;133;25530
25482;Recologne;293;25880
25483;Reculfoz;N/A - résultat non disponible;N/A - résultat non disponible
25485;Rémondans-Vaivre;87;23670
25486;Remoray-Boujeons;166;32610
25487;Renédale;N/A - résultat non disponible;N/A - résultat non disponible
25488;Rennes-sur-Loue;45;22180
25489;Reugney;114;22110
25490;Rigney;162;23150
25491;Rignosot;52;20690
25492;Rillans;N/A - résultat non disponible;N/A - résultat non disponible
25493;La Rivière-Drugeon;385;27430
25494;Rochejean;316;35080
25495;Roche-lez-Beaupré;942;22590
25496;Roche-lès-Clerval;45;18180
25497;Roches-lès-Blamont;265;26390
25498;Rognon;N/A - résultat non disponible;N/A - résultat non disponible
25499;Romain;48;22440
25500;Ronchaux;N/A - résultat non disponible;N/A - résultat non disponible
25501;Rondefontaine;N/A - résultat non disponible;N/A - résultat non disponible
25502;Roset-Fluans;221;23310
25503;Rosières-sur-Barbèche;52;23240
25504;Rosureux;N/A - résultat non disponible;N/A - résultat non disponible
25505;Rougemont;454;21700
25506;Rougemontot;38;23130
25507;Rouhe;N/A - résultat non disponible;N/A - résultat non disponible
25508;Roulans;459;24240
25510;Ruffey-le-Château;146;25620
25511;Rurey;142;23530
25512;Le Russey;1091;30740
25513;Sainte-Anne;N/A - résultat non disponible;N/A - résultat non disponible
25514;Saint-Antoine;136;36770
25515;Sainte-Colombe;184;31930
25516;Saint-Georges-Armont;49;19900
25517;Saint-Gorgon-Main;102;26980
25518;Saint-Hilaire;55;24250
25519;Saint-Hippolyte;448;22190
25520;Saint-Juan;74;22500
25521;Saint-Julien-lès-Montbéliard;69;26670
25522;Saint-Julien-lès-Russey;68;32560
25523;Sainte-Marie;302;26570
25524;Saint-Maurice-Colombier;373;24830
25525;Saint-Point-Lac;143;35190
25526;Sainte-Suzanne;718;21330
25527;Saint-Vit;2105;23430
25528;Samson;N/A - résultat non disponible;N/A - résultat non disponible
25529;Sancey;602;22600
25532;Saône;1381;25410
25533;Saraz;N/A - résultat non disponible;N/A - résultat non disponible
25534;Sarrageois;80;37460
25535;Saules;102;25160
25536;Sauvagney;76;23480
25537;Scey-Maisières;120;24720
25538;Séchin;49;20920
25539;Seloncourt;2713;23690
25540;Semondans;127;25160
25541;Septfontaines;141;23990
25542;Serre-les-Sapins;791;25110
25544;Servin;80;23580
25545;Silley-Amancey;53;23560
25546;Silley-Bléfond;N/A - résultat non disponible;N/A - résultat non disponible
25547;Sochaux;1722;17050
25548;Solemont;68;24850
25550;La Sommette;88;23470
25551;Soulce-Cernay;57;24550
25552;Sourans;45;19320
25553;Soye;154;21580
25554;Surmont;56;22940
25555;Taillecourt;500;26090
25556;Tallans;N/A - résultat non disponible;N/A - résultat non disponible
25557;Tallenay;183;30230
25558;Tarcenay-Foucherans;577;25180
25559;Thiébouhans;90;26200
25560;Thise;1309;25810
25561;Thoraise;146;24040
25562;Thulay;89;27490
25563;Thurey-le-Mont;51;23570
25564;Torpes;396;24950
25565;Touillon-et-Loutelet;101;37280
25566;La Tour-de-Sçay;121;24770
25567;Tournans;51;21840
25569;Trépot;208;24690
25570;Tressandans;N/A - résultat non disponible;N/A - résultat non disponible
25571;Trévillers;225;29420
25572;Trouvans;N/A - résultat non disponible;N/A - résultat non disponible
25573;Urtière;N/A - résultat non disponible;N/A - résultat non disponible
25574;Uzelle;79;20880
25575;Vaire;334;24790
25578;Valdahon;2233;23700
25579;Val-de-Roulans;65;25800
25580;Valentigney;4314;19380
25582;Valleroy;58;22180
25583;Valonne;107;24560
25584;Valoreille;51;27930
25586;Vandoncourt;343;26720
25588;Vaucluse;N/A - résultat non disponible;N/A - résultat non disponible
25589;Vauclusotte;N/A - résultat non disponible;N/A - résultat non disponible
25590;Vaudrivillers;N/A - résultat non disponible;N/A - résultat non disponible
25591;Vaufrey;72;20830
25592;Vaux-et-Chantegrue;280;34690
25594;Velesmes-Essarts;148;24840
25595;Vellerot-lès-Belvoir;N/A - résultat non disponible;N/A - résultat non disponible
25596;Vellerot-lès-Vercel;N/A - résultat non disponible;N/A - résultat non disponible
25597;Vellevans;87;21300
25598;Venise;188;23980
25599;Vennans;90;24170
25600;Vennes;84;35520
25601;Vercel-Villedieu-le-Camp;661;24720
25602;Vergranne;47;22220
25604;Verne;55;22000
25605;Vernierfontaine;182;24580
25607;Vernois-lès-Belvoir;N/A - résultat non disponible;N/A - résultat non disponible
25608;Le Vernoy;67;24850
25609;Verrières-de-Joux;182;34880
25611;La Vèze;209;25750
25612;Vieilley;288;23720
25613;Viéthorey;N/A - résultat non disponible;N/A - résultat non disponible
25614;Vieux-Charmont;1279;23020
25615;Villars-lès-Blamont;197;26590
25616;Villars-Saint-Georges;107;25520
25617;Villars-sous-Dampjoux;167;24450
25618;Villars-sous-Écot;154;23940
25619;Les Villedieu;91;32200
25620;Ville-du-Pont;142;27730
25621;Villeneuve-d'Amont;89;24180
25622;Villers-Buzon;120;25650
25623;Villers-Chief;55;24580
25624;Villers-Grélot;69;21740
25625;Villers-la-Combe;N/A - résultat non disponible;N/A - résultat non disponible
25626;Villers-Saint-Martin;85;24580
25627;Villers-sous-Chalamont;121;22710
25629;Voillans;88;24140
25630;Voires;N/A - résultat non disponible;N/A - résultat non disponible
25631;Vorges-les-Pins;236;25790
25632;Voujeaucourt;1450;23980
25633;Vuillafans;306;22610
25634;Vuillecin;279;31570
25635;Vyt-lès-Belvoir;86;23410
26001;Solaure en Diois;205;21070
26002;Albon;786;23340
26003;Aleyrac;N/A - résultat non disponible;N/A - résultat non disponible
26004;Alixan;1043;24590
26005;Allan;759;26490
26006;Allex;1014;25130
26007;Ambonil;49;23720
26008;Ancône;591;22900
26009;Andancette;587;21960
26010;Anneyron;1794;23380
26011;Aouste-sur-Sye;1094;22200
26012;Arnayon;N/A - résultat non disponible;N/A - résultat non disponible
26013;Arpavon;N/A - résultat non disponible;N/A - résultat non disponible
26014;Arthémonay;243;23710
26015;Aubenasson;N/A - résultat non disponible;N/A - résultat non disponible
26016;Aubres;198;20730
26017;Aucelon;N/A - résultat non disponible;N/A - résultat non disponible
26018;Aulan;N/A - résultat non disponible;N/A - résultat non disponible
26019;Aurel;128;20100
26020;La Répara-Auriples;96;22530
26021;Autichamp;58;23230
26022;Ballons;N/A - résultat non disponible;N/A - résultat non disponible
26023;Barbières;438;23100
26024;Barcelonne;136;27790
26025;Barnave;82;19950
26026;Barret-de-Lioure;N/A - résultat non disponible;N/A - résultat non disponible
26027;Barsac;60;19580
26028;Bathernay;102;22740
26030;La Bâtie-des-Fonds;N/A - résultat non disponible;N/A - résultat non disponible
26031;La Bâtie-Rolland;435;23930
26032;La Baume-Cornillane;187;25110
26033;La Baume-de-Transit;361;22940
26034;La Baume-d'Hostun;226;24560
26035;Beaufort-sur-Gervanne;216;20380
26036;Beaumont-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26037;Beaumont-lès-Valence;1761;25650
26038;Beaumont-Monteux;535;24170
26039;Beauregard-Baret;342;25110
26040;Beaurières;N/A - résultat non disponible;N/A - résultat non disponible
26041;Beausemblant;602;24590
26042;Beauvallon;643;25190
26043;Beauvoisin;65;20620
26045;La Bégude-de-Mazenc;776;23440
26046;Bellecombe-Tarendol;N/A - résultat non disponible;N/A - résultat non disponible
26047;Bellegarde-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26048;Bénivay-Ollon;N/A - résultat non disponible;N/A - résultat non disponible
26049;Bésayes;522;25380
26050;Bésignan;N/A - résultat non disponible;N/A - résultat non disponible
26051;Bézaudun-sur-Bîne;N/A - résultat non disponible;N/A - résultat non disponible
26052;Bonlieu-sur-Roubion;177;24250
26054;Bouchet;559;23020
26055;Boulc;58;15410
26056;Bourdeaux;307;21080
26057;Bourg-de-Péage;4967;21290
26058;Bourg-lès-Valence;8974;22050
26059;Bouvante;106;23070
26060;Bouvières;78;16680
26061;Bren;266;24830
26062;Brette;N/A - résultat non disponible;N/A - résultat non disponible
26063;Buis-les-Baronnies;1098;21500
26064;Chabeuil;2991;24700
26065;Chabrillan;295;25540
26066;Le Chaffal;N/A - résultat non disponible;N/A - résultat non disponible
26067;Chalancon;N/A - résultat non disponible;N/A - résultat non disponible
26068;Le Chalon;81;24590
26069;Chamaloc;57;18950
26070;Chamaret;255;22350
26071;Chanos-Curson;480;25830
26072;Chantemerle-les-Blés;484;23250
26073;Chantemerle-lès-Grignan;109;24740
26074;La Chapelle-en-Vercors;379;22520
26075;La Charce;N/A - résultat non disponible;N/A - résultat non disponible
26076;Charens;N/A - résultat non disponible;N/A - résultat non disponible
26077;Charmes-sur-l'Herbasse;374;24400
26078;Charols;358;22350
26079;Charpey;582;24950
26080;Chastel-Arnaud;N/A - résultat non disponible;N/A - résultat non disponible
26081;Châteaudouble;233;26050
26082;Châteauneuf-de-Bordette;45;20400
26083;Châteauneuf-de-Galaure;679;21040
26084;Châteauneuf-sur-Isère;1747;24650
26085;Châteauneuf-du-Rhône;1153;22390
26086;Châtillon-en-Diois;364;20650
26087;Châtillon-Saint-Jean;518;23990
26088;Chatuzange-le-Goubet;2657;24710
26089;Chaudebonne;N/A - résultat non disponible;N/A - résultat non disponible
26090;La Chaudière;N/A - résultat non disponible;N/A - résultat non disponible
26091;Chauvac-Laux-Montaux;N/A - résultat non disponible;N/A - résultat non disponible
26092;Chavannes;286;22700
26093;Clansayes;219;26080
26094;Claveyson;379;21820
26095;Cléon-d'Andran;444;22570
26096;Clérieux;821;22880
26097;Cliousclat;255;24900
26098;Cobonne;70;21980
26099;Colonzelle;223;23960
26100;Combovin;182;23910
26101;Comps;62;20010
26102;Condillac;53;22480
26103;Condorcet;204;20200
26104;Cornillac;N/A - résultat non disponible;N/A - résultat non disponible
26105;Cornillon-sur-l'Oule;N/A - résultat non disponible;N/A - résultat non disponible
26106;La Coucourde;475;21770
26107;Crépol;228;23090
26108;Crest;4192;20500
26110;Crozes-Hermitage;247;27100
26111;Crupies;N/A - résultat non disponible;N/A - résultat non disponible
26112;Curnier;100;20270
26113;Die;2413;20890
26114;Dieulefit;1654;21500
26115;Divajeu;259;23730
26116;Donzère;2452;21930
26117;Échevis;N/A - résultat non disponible;N/A - résultat non disponible
26118;Épinouze;631;23070
26119;Érôme;363;23410
26121;Espeluche;471;25600
26122;Espenel;93;20680
26123;Establet;N/A - résultat non disponible;N/A - résultat non disponible
26124;Étoile-sur-Rhône;2204;24560
26125;Eurre;562;24820
26126;Eygalayes;N/A - résultat non disponible;N/A - résultat non disponible
26127;Eygaliers;50;17900
26128;Eygluy-Escoulin;N/A - résultat non disponible;N/A - résultat non disponible
26129;Eymeux;411;24450
26130;Eyroles;N/A - résultat non disponible;N/A - résultat non disponible
26131;Eyzahut;79;22690
26133;Fay-le-Clos;86;22920
26134;Félines-sur-Rimandoule;N/A - résultat non disponible;N/A - résultat non disponible
26135;Ferrassières;62;19450
26136;Val-Maravel;N/A - résultat non disponible;N/A - résultat non disponible
26137;Francillon-sur-Roubion;84;21370
26138;La Garde-Adhémar;510;26150
26139;Génissieux;1006;27810
26140;Geyssans;283;25160
26141;Gigors-et-Lozeron;94;19180
26142;Glandage;52;14570
26143;Le Grand-Serre;423;19960
26144;Grane;859;23920
26145;Les Granges-Gontardes;284;25700
26146;Grignan;751;24690
26147;Gumiane;N/A - résultat non disponible;N/A - résultat non disponible
26148;Hauterives;807;23360
26149;Hostun;440;23620
26150;Izon-la-Bruisse;N/A - résultat non disponible;N/A - résultat non disponible
26152;Jonchères;N/A - résultat non disponible;N/A - résultat non disponible
26153;Laborel;N/A - résultat non disponible;N/A - résultat non disponible
26154;Lachau;100;18860
26155;Lapeyrouse-Mornay;486;22060
26156;Larnage;428;25330
26157;La Laupie;302;24580
26159;Laval-d'Aix;62;20700
26160;Laveyron;504;21030
26161;Lemps;N/A - résultat non disponible;N/A - résultat non disponible
26162;Lens-Lestang;410;22610
26163;Léoncel;N/A - résultat non disponible;N/A - résultat non disponible
26164;Lesches-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26165;Livron-sur-Drôme;3925;22630
26166;Loriol-sur-Drôme;2689;21560
26167;Luc-en-Diois;285;17840
26168;Lus-la-Croix-Haute;250;19400
26169;Malataverne;881;25230
26170;Malissard;1387;27020
26171;Manas;98;21250
26172;Manthes;287;22250
26173;Marches;347;25440
26174;Margès;430;23500
26175;Marignac-en-Diois;100;20920
26176;Marsanne;566;26000
26177;Marsaz;290;24710
26178;Menglon;227;21280
26179;Mercurol-Veaunes;1030;26080
26180;Mérindol-les-Oliviers;93;21820
26181;Mévouillon;111;18650
26182;Mirabel-aux-Baronnies;728;22890
26183;Mirabel-et-Blacons;490;24230
26185;Mirmande;256;26440
26186;Miscon;N/A - résultat non disponible;N/A - résultat non disponible
26188;Mollans-sur-Ouvèze;523;21840
26189;Montauban-sur-l'Ouvèze;55;15290
26190;Montaulieu;N/A - résultat non disponible;N/A - résultat non disponible
26191;Montboucher-sur-Jabron;1090;25030
26192;Montbrison-sur-Lez;128;21360
26193;Montbrun-les-Bains;229;18880
26194;Montchenu;249;22080
26195;Montclar-sur-Gervanne;86;20720
26196;Montéléger;604;27010
26197;Montélier;1722;27140
26198;Montélimar;18442;21350
26199;Montferrand-la-Fare;N/A - résultat non disponible;N/A - résultat non disponible
26200;Montfroc;N/A - résultat non disponible;N/A - résultat non disponible
26201;Montguers;N/A - résultat non disponible;N/A - résultat non disponible
26202;Montjoux;148;22980
26203;Montjoyer;113;24030
26204;Montlaur-en-Diois;57;19030
26205;Montmaur-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26206;Montmeyran;1253;26310
26207;Montmiral;254;21270
26208;Montoison;779;25660
26209;Montréal-les-Sources;N/A - résultat non disponible;N/A - résultat non disponible
26210;Valherbasse;429;21310
26211;Montségur-sur-Lauzon;582;24710
26212;Montvendre;469;25510
26213;Moras-en-Valloire;275;22370
26214;Mornans;N/A - résultat non disponible;N/A - résultat non disponible
26215;La Motte-Chalancon;200;20150
26216;Saint-Jean-de-Galaure;486;21340
26217;La Motte-Fanjas;80;24060
26218;Mours-Saint-Eusèbe;1364;25030
26220;Nyons;3541;21150
26221;Omblèze;N/A - résultat non disponible;N/A - résultat non disponible
26222;Orcinas;N/A - résultat non disponible;N/A - résultat non disponible
26223;Oriol-en-Royans;222;23170
26224;Ourches;107;22350
26225;Parnans;250;23800
26226;Le Pègue;174;22420
26227;Pelonne;N/A - résultat non disponible;N/A - résultat non disponible
26228;Pennes-le-Sec;N/A - résultat non disponible;N/A - résultat non disponible
26229;La Penne-sur-l'Ouvèze;N/A - résultat non disponible;N/A - résultat non disponible
26231;Peyrins;1129;24660
26232;Peyrus;260;26060
26233;Piégon;107;21290
26234;Piégros-la-Clastre;387;22090
26235;Pierrelatte;5850;20230
26236;Pierrelongue;111;20210
26238;Les Pilles;109;17970
26239;Plaisians;89;19390
26240;Plan-de-Baix;74;19770
26241;Le Poët-Célard;57;20640
26242;Le Poët-en-Percip;N/A - résultat non disponible;N/A - résultat non disponible
26243;Le Poët-Laval;402;22420
26244;Le Poët-Sigillat;46;17400
26245;Pommerol;N/A - résultat non disponible;N/A - résultat non disponible
26246;Ponet-et-Saint-Auban;57;22040
26247;Ponsas;217;23710
26248;Pontaix;90;19950
26249;Pont-de-Barret;282;21710
26250;Pont-de-l'Isère;1460;23110
26251;Portes-en-Valdaine;194;23680
26252;Portes-lès-Valence;4508;21680
26253;Poyols;N/A - résultat non disponible;N/A - résultat non disponible
26254;Pradelle;N/A - résultat non disponible;N/A - résultat non disponible
26255;Les Prés;N/A - résultat non disponible;N/A - résultat non disponible
26256;Propiac;51;17400
26257;Puygiron;175;24110
26258;Puy-Saint-Martin;401;24910
26259;Ratières;118;22720
26261;Réauville;190;23710
26262;Recoubeau-Jansac;128;18890
26263;Reilhanette;58;18830
26264;Rémuzat;136;22310
26266;Rimon-et-Savel;N/A - résultat non disponible;N/A - résultat non disponible
26267;Rioms;N/A - résultat non disponible;N/A - résultat non disponible
26268;Rochebaudin;57;21320
26269;Rochebrune;N/A - résultat non disponible;N/A - résultat non disponible
26270;Rochechinard;64;21680
26271;La Roche-de-Glun;1460;24750
26272;Rochefort-en-Valdaine;142;24380
26273;Rochefort-Samson;415;24710
26274;Rochefourchat;N/A - résultat non disponible;N/A - résultat non disponible
26275;Rochegude;694;25520
26276;Roche-Saint-Secret-Béconne;200;22030
26277;La Roche-sur-Grane;76;20570
26278;La Roche-sur-le-Buis;134;20650
26279;La Rochette-du-Buis;N/A - résultat non disponible;N/A - résultat non disponible
26281;Romans-sur-Isère;15799;20520
26282;Romeyer;105;20270
26283;Rottier;N/A - résultat non disponible;N/A - résultat non disponible
26284;Roussas;161;26910
26285;Rousset-les-Vignes;125;23430
26286;Roussieux;N/A - résultat non disponible;N/A - résultat non disponible
26287;Roynac;200;24060
26288;Sahune;143;20950
26289;Saillans;647;21510
26290;Saint-Agnan-en-Vercors;188;19010
26291;Saint-Andéol;N/A - résultat non disponible;N/A - résultat non disponible
26292;Saint-Auban-sur-l'Ouvèze;82;19220
26293;Saint-Avit;113;22670
26294;Saint-Bardoux;266;24760
26295;Saint-Barthélemy-de-Vals;795;22830
26296;Saint-Benoit-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26298;Saint-Christophe-et-le-Laris;190;21560
26299;Sainte-Croix;53;19420
26300;Saint-Dizier-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26301;Saint-Donat-sur-l'Herbasse;1935;23080
26302;Sainte-Eulalie-en-Royans;229;22980
26303;Sainte-Euphémie-sur-Ouvèze;N/A - résultat non disponible;N/A - résultat non disponible
26304;Saint-Ferréol-Trente-Pas;105;18870
26305;Saint-Gervais-sur-Roubion;451;22840
26306;Sainte-Jalle;145;17860
26307;Saint-Jean-en-Royans;1368;22670
26308;Saint-Julien-en-Quint;74;18460
26309;Saint-Julien-en-Vercors;117;21770
26310;Saint-Laurent-d'Onay;66;21590
26311;Saint-Laurent-en-Royans;561;21920
26312;Saint-Marcel-lès-Sauzet;537;25390
26313;Saint-Marcel-lès-Valence;2384;24130
26314;Saint-Martin-d'Août;169;22990
26315;Saint-Martin-en-Vercors;192;19660
26316;Saint-Martin-le-Colonel;93;24010
26317;Saint-Maurice-sur-Eygues;319;20040
26318;Saint-May;N/A - résultat non disponible;N/A - résultat non disponible
26319;Saint-Michel-sur-Savasse;237;24110
26320;Saint-Nazaire-en-Royans;362;20970
26321;Saint-Nazaire-le-Désert;90;16760
26322;Saint-Pantaléon-les-Vignes;194;23810
26323;Saint-Paul-lès-Romans;785;23450
26324;Saint-Paul-Trois-Châteaux;4009;23910
26325;Saint-Rambert-d'Albon;2590;19890
26326;Saint-Restitut;602;28290
26327;Saint-Roman;93;21960
26328;Saint-Sauveur-en-Diois;N/A - résultat non disponible;N/A - résultat non disponible
26329;Saint-Sauveur-Gouvernet;88;17800
26330;Saint-Sorlin-en-Valloire;910;22590
26331;Saint-Thomas-en-Royans;198;21880
26332;Saint-Uze;874;21920
26333;Saint-Vallier;1774;18280
26334;Salettes;62;22250
