Insee - Statistiques locales; ; ; 
Référentiel géographique : France par intercommunalité; ; ; 
Code;Libellé;Population municipale (historique depuis 1876) 2021;Densité de population (historique depuis 1876) 2021
243100781;Communauté de communes Le Grand Ouest Toulousain;48345;402.3
243100815;Communauté de communes des Coteaux Bellevue;21009;440.3
243200391;Communauté de communes de la Lomagne Gersoise;19234;28.1
243200409;Communauté de communes du Bas Armagnac;8667;27.6
243200417;Communauté de communes de la Tenarèze;14354;28.8
243200425;Communauté de communes Cœur d'Astarac en Gascogne;7725;26.9
243200458;Communauté de communes du Grand Armagnac;13355;25.1
243200508;Communauté de communes Bastides et Vallons du Gers;6984;23.5
243200599;Communauté de communes du Saves;9783;29.9
243200607;Communauté de communes Artagnan de Fezensac;6985;18.5
243300316;Bordeaux Métropole;831534;1438
243300563;Communauté d'agglomération Bassin d'Arcachon Sud (COBAS);69218;210.5
243300811;Communauté de communes de l'Estuaire;15906;64.1
243301165;Communauté de communes Jalle-Eau-Bourde;32009;137.9
243301181;Communauté de communes Latitude Nord Gironde;21372;100.9
243301215;Communauté de communes du Créonnais;18208;147.3
243301223;Communauté de communes du Grand Cubzaguais;37349;247.1
243301249;Communauté de communes Les Rives de la Laurence;28731;352.2
243301264;Communauté de communes de Montesquieu;46703;141.5
243301355;Communauté de communes Les Coteaux Bordelais;21629;318
243301371;Communauté de communes du Pays Foyen;16570;75.2
243301389;Communauté de communes Médullienne;22252;35
243301397;Communauté de communes du Fronsadais;17556;130.4
243301405;Communauté de communes du Val de l'Eyre;21818;40
243301439;Communauté de communes des Portes de l'Entre-Deux-Mers;22229;253.8
243301447;Communauté de communes Médoc Estuaire;30328;173.7
243301454;Communauté de communes Castillon/Pujols;19018;83.4
243301504;Communauté d'agglomération du Bassin d'Arcachon Nord;71684;120.5
243400017;Montpellier Méditerranée Métropole;507526;1203.2
243400355;Communauté de communes du Clermontais;28708;121.6
243400470;Communauté d'agglomération du Pays de l'Or;45401;395.6
243400488;Communauté de communes La Domitienne;28976;168.5
243400520;Communauté d'agglomération Lunel Agglo;51364;325.3
243400694;Communauté de communes Vallée de l'Hérault;41320;85.9
243400736;Communauté de communes des Cévennes Gangeoises et Suménoises;12941;53.7
243400769;Communauté d'agglomération de Béziers-Méditerranée;129880;428.6
243400819;Communauté d'agglomération Hérault-Méditerranée;80710;208.8
243500139;Rennes Métropole;467858;663.6
243500550;Communauté de communes Montfort Communauté;26271;135.1
243500618;Communauté de communes Brocéliande Communauté;18988;64
243500634;Communauté de communes Roche aux Fées Communauté;26910;72.9
243500659;Communauté de communes Pays de Châteaugiron Communauté;27419;211.6
243500667;Communauté de communes Val d'Ille-Aubigné;38519;129.3
243500725;Communauté de communes Côte d'Émeraude;28243;383.1
243500733;Communauté de communes Bretagne Romantique;36206;82.2
243500741;Communauté d'agglomération Redon Agglomération;66837;67.4
243500774;Communauté de communes Liffré-Cormier Communauté;27563;109.3
243500782;Communauté d'agglomération du Pays de Saint Malo Agglomération;86105;350.7
243600202;Communauté de communes Chabris - Pays de Bazelle;6163;24.7
243600236;Communauté de communes du Pays d'Issoudun;18899;60.8
243600293;Communauté de communes Levroux Boischaut Champagne;6222;18.1
243600301;Communauté de communes Val de l'Indre - Brenne;13368;27.8
243600319;Communauté de communes Brenne - Val de Creuse;17586;21.4
243600327;Communauté d'agglomération Châteauroux Métropole;72542;134.9
243600343;Communauté de communes Cœur de Brenne;4659;10.5
243600350;Communauté de communes de la Châtre et Sainte-Sévère;16151;25.1
243700499;Communauté de communes du Castelrenaudais;16255;46
243700754;Tours Métropole Val de Loire;297273;763.9
243700820;Communauté de communes Autour de Chenonceaux Bléré-Val de Cher;21624;66.3
243800604;Communauté d'agglomération Porte de l'Isère (CAPI);110918;451.1
243800745;Communauté de communes de l'Oisans;10409;19.1
243800935;Communauté de communes Lyon Saint Exupéry en Dauphiné;29580;480.7
243800984;Communauté d'agglomération du Pays Voironnais;95590;260.2
243801024;Communauté de communes du Massif du Vercors;11967;46.9
243801073;Communauté de communes de Bièvre Est;22905;148.3
243801255;Communauté de communes Collines Isère Nord Communauté;25212;182.7
243900354;Communauté de communes de la Station des Rousses-Haut Jura;7212;71.7
243900420;Communauté de communes du Val d'Amour;9069;33.3
243900479;Communauté de communes Haut-Jura Arcade Communauté;9092;61.7
243900560;Communauté de communes Jura Nord;11783;44.6
243900610;Communauté de communes La Grandvallière;5406;31.9
243901089;Communauté de communes de la Plaine Jurassienne;9068;43.2
244000543;Communauté de communes de Mimizan;12710;35.3
244000659;Communauté de communes du Seignanx;29212;195
244000675;Communauté d'agglomération du Grand Dax;57582;167.3
244000691;Communauté de communes du Pays Morcenais;9400;18.1
244000766;Communauté de communes du Pays Tarusate;17934;29.9
244000774;Communauté de communes du Pays de Villeneuve en Armagnac Landais;6257;29.2
244000808;Mont de Marsan Agglomération;55101;114.5
244000824;Communauté de communes du Pays Grenadois;7694;46.2
244000857;Communauté de communes Côte Landes Nature;12431;20.5
244000865;Communauté de communes Maremne Adour Côte Sud;70269;116.4
244000873;Communauté de communes des Grands Lacs;31559;47.3
244000881;Communauté de communes Coteaux et Vallées des Luys;7634;40.9
244100293;Communauté de communes des Collines du Perche;5913;19.9
244100780;Communauté de communes de la Sologne des Étangs;8627;15.9
244100798;Communauté de communes du Grand Chambord;20609;47.6
244100806;Communauté de communes de la Sologne des Rivières;10430;21
244200614;Communauté de communes des Vals d'Aix et Isable;5893;30
244200622;Communauté de communes des Monts du Pilat;15431;50.3
244200630;Communauté de communes du Pays entre Loire et Rhône;14086;56
244200770;Saint-Etienne Métropole;406257;561.5
244200820;Communauté de communes du Pays d'Urfé;5130;20
244200895;Communauté de communes du Pilat Rhodanien;16869;117
244300307;Communauté de communes Haut Pays du Velay Communauté;7990;37.7
244301016;Communauté de communes des Sucs;18236;64.8
244301099;Communauté de communes Auzon Communauté;9370;61.1
244301107;Communauté de communes du Haut-Lignon;8054;40.2
244301123;Communauté de communes des Pays de Cayres et de Pradelles;5148;13.9
244301131;Communauté de communes Loire et Semène;20497;181.6
244400404;Nantes Métropole;677879;1295.3
244400438;Communauté de communes Grand Lieu Communauté;41590;160
244400453;Communauté de communes Pays de Blain Communauté;16666;78.2
244400503;Communauté de communes d'Erdre et Gesvres;66951;131.4
244400537;Communauté de communes de Nozay;16212;59.3
244400552;Communauté de communes du Pays d'Ancenis;68998;78.8
244400586;Communauté de communes du Sud Estuaire;30694;155.4
244400610;Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique);76565;198.3
244400644;Communauté d'agglomération de la Région Nazairienne et de l'Estuaire (CARENE);129527;404.4
244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);62745;271.4
244500211;Communauté de communes Giennoises;24088;67.3
244500419;Communauté de communes des Quatre Vallées;17150;59.8
244500427;Communauté de communes des Loges;43116;78.4
244500468;Orléans Métropole;292001;873.4
244500484;Communauté de communes de la Forêt;17524;83.8
244500542;Communauté de communes de la Plaine du Nord Loiret;6785;27.3
244600433;Communauté de communes de la Vallée du Lot et du Vignoble;14466;39.1
244600482;Communauté de communes Quercy - Bouriane;10047;32.6
244600532;Communauté de communes du Pays de Lalbenque-Limogne;8743;19.7
244600573;Communauté de communes du Causse de Labastide-Murat;3918;11.7
244700449;Communauté de communes du Pays de Duras;5735;25.3
244700464;Communauté de communes du Pays de Lauzun;10330;42.6
244701355;Communauté de communes des Coteaux et Landes de Gascogne;12429;17.9
244701405;Communauté de communes Lot et Tolzac;7374;28.8
244800405;Communauté de communes Cœur de Lozère;15632;73.5
244800470;Communauté de communes du Gévaudan;9667;36.6
244900015;Communauté urbaine Angers Loire Métropole;306617;459.9
244900809;Communauté de communes Anjou Bleu Communauté;34612;53.4
244900882;Communauté de communes Baugeois Vallée;34779;47.4
245100615;Communauté de communes de la Grande Vallée de la Marne;14276;78.1
245100888;Communauté de communes de la Brie Champenoise;7554;26
245100979;Communauté de communes du Sud Marnais;5818;18.2
245200597;Communauté de communes des Trois Forêts;7336;10.6
245300223;Communauté de communes du Pays de Meslay-Grez;13794;32.7
245300355;Communauté de communes de l'Ernée;20479;42.7
245300389;Communauté de communes du Bocage Mayennais;18356;34.8
245300447;Communauté de communes du Pays de Château-Gontier;30057;66.3
245400171;Communauté de communes Moselle et Madon;28274;149.7
245400189;Communauté de communes des Pays du Sel et du Vermois;28855;209.7
245400262;Grand Longwy Agglomération;63238;364.5
245400510;Communauté de communes du Pays de Colombey et du Sud Toulois;11243;30.2
245400601;Communauté de communes du Bassin de Pompey;39750;255.5
245400676;Métropole du Grand Nancy;257412;1808.9
245400759;Communauté de communes du Pays du Sanon;5833;23.6
245500327;Communauté de communes du Sammiellois;8324;33.6
245501176;Communauté de communes du Territoire de Fresnes-en-Woëvre;4775;18.6
245501184;Communauté de communes du Pays de Revigny-sur-Ornain;6955;37.7
245501242;Communauté de communes du Pays d'Étain;7484;31.3
245501259;Communauté de communes du Pays de Montmédy;6923;28.4
245600440;Blavet Bellevue Océan Communauté;18443;158.2
245600465;Communauté de communes de Belle-Île-en-Mer;5553;64.8
245614383;Communauté de communes Questembert Communauté;24202;73.8
245614417;Communauté de communes Roi Morvan Communauté;24787;32.5
245614433;Communauté de communes Pontivy Communauté;46189;64.2
245700133;Communauté de communes du District Urbain de Faulquemont;24129;92.9
245700372;Communauté d'agglomération de Forbach Porte de France;75745;544.6
245700398;Communauté de communes de Freyming-Merlebach;31587;425.1
245700695;Communauté de communes de Cattenom et Environs;27543;139.5
245700950;Communauté de communes du Pays de Phalsbourg;17244;94.1
245701164;Communauté de communes du Warndt;17478;367.8
245701206;Communauté de communes du Saulnois;28218;29
245701222;Communauté d'agglomération du Val de Fensch;70972;823
245701271;Communauté de communes du Pays Orne Moselle;52864;568
245701354;Communauté de communes de l'Arc Mosellan;35514;158.5
245701362;Communauté d'agglomération Portes de France-Thionville;83270;532.1
245701404;Communauté de communes du Pays Haut Val d'Alzette;29401;403.4
245801063;Communauté de communes Loire et Allier;4972;30.2
245804406;Communauté d'agglomération de Nevers;67223;252.3
245804497;Communauté de communes du Nivernais Bourbonnais;5229;18
245900428;Communauté urbaine de Dunkerque;192554;642.1
245900758;Communauté de communes Flandre Lys;39935;317.4
245901038;Communauté de communes du Pays Solesmois;14641;124.5
245901152;Communauté de communes Cœur d'Ostrevent;70431;509.8
245901160;Communauté d'agglomération Valenciennes Métropole;192075;729.1
246000129;Communauté de communes du Liancourtois;23882;490.7
246000376;Communauté de communes du Clermontois;37625;255.6
246000566;Communauté de communes du Plateau Picard;29897;68.1
246000582;Communauté de communes des Sablons;38497;170.6
246000707;Communauté de communes du Vexin-Thelle;20549;65.6
246000749;Communauté de communes des Lisières de l'Oise;16017;76.1
246000756;Communauté de communes du Pays Noyonnais;32160;120.5
246000764;Communauté de communes de l'Aire Cantilienne;44701;298.9
246000772;Communauté de communes des Deux Vallées;22589;198.4
246000848;Communauté de communes de la Picardie Verte;32253;50.9
246000855;Communauté de communes du Pays des Sources;22110;63
246000871;Communauté de communes du Pays de Valois;55248;89.9
246000897;Communauté de communes de la Plaine d'Estrées;18202;111
246000913;Communauté de communes du Pays de Bray;18136;74.1
246000921;Communauté de communes des Pays d'Oise et d'Halatte;34167;245
246100390;Communauté de communes du Val d'Orne;5637;22.2
246100663;Communauté urbaine d'Alençon;55435;120.1
246200299;Communauté d'agglomération d'Hénin-Carvin;126840;1131.8
246200364;Communauté d'agglomération de Lens - Liévin;242587;1013.4
246200380;Communauté de communes de la Terre des Deux Caps;22332;121.8
246200729;Communauté d'agglomération du Boulonnais;112264;547.4
246200844;Communauté de communes de la Région d'Audruicq;28077;127.7
246201016;Communauté de communes du Pays de Lumbres;24187;89.8
246300701;Clermont Auvergne Métropole;295787;983.9
246300966;Communauté de communes du Massif du Sancy;9598;15.8
246301097;Communauté de communes Entre Dore et Allier;19538;85.3
246400337;Communauté de communes de la Vallée d'Ossau;9695;15.6
246401756;Communauté de communes Pays de Nay;28841;88.9
246500482;Communauté de communes de la Haute-Bigorre;16474;42.3
246500573;Communauté de communes Aure Louron;6928;10.4
246600282;Communauté de communes Sud-Roussillon;24582;603.5
246600373;Communauté de communes du Vallespir;20370;110.7
246600399;Communauté de communes Pyrénées Cerdagne;8714;19.7
246600415;Communauté de communes Roussillon-Conflent;18830;80.7
246600423;Communauté de communes Agly Fenouillèdes;6313;17.2
246600449;Communauté de communes des Aspres;22700;98.1
246600464;Communauté de communes Pyrénées catalanes;5889;16.7
246600548;Communauté de communes du Haut Vallespir;9819;21.1
246700306;Communauté de communes de la Vallée de la Bruche;20515;67.6
246700488;Eurométropole de Strasbourg;514651;1524.4
246700744;Communauté de communes des Portes de Rosheim;18245;136.9
246700777;Communauté de communes de la Vallée de Villé;10718;96.5
246700843;Communauté de communes de la Basse-Zorn;17701;221.9
246700926;Communauté de communes du Pays de Wissembourg;15740;120.2
246700959;Communauté de communes du Pays de la Zorn;16175;137.7
246700967;Communauté de communes de Sélestat;37052;222.6
246701064;Communauté de communes de la Région de Molsheim-Mutzig;40875;255.2
246701080;Communauté de communes du Pays de Sainte-Odile;19397;285.1
246701098;Communauté de communes du Pays de Niederbronn-les-Bains;23350;126.6
246800205;Communauté de communes de la Vallée de Saint-Amarin;12097;72.1
246800395;Communauté de communes du Val d'Argent;9289;89.7
246800445;Communauté de communes du Centre du Haut-Rhin;16300;118.9
246800494;Communauté de communes du Pays de Rouffach, Vignobles et Châteaux;12877;111.8
246800551;Communauté de communes de la Vallée de Kaysersberg;16063;88.8
246800569;Communauté de communes de la Région de Guebwiller;38176;201.5
246800577;Communauté de communes du Pays de Ribeauvillé;18163;109.1
246800585;Communauté de communes de la Vallée de Munster;16235;83.1
246800676;Communauté de communes de la Vallée de la Doller et du Soultzbach;15897;99
246800726;Communauté d'agglomération Colmar Agglomération;113687;465.2
246900575;Communauté de communes de l'Est Lyonnais (CCEL);42276;299.4
246900625;Communauté de communes du Pays de l'Arbresle (CCPA);38637;210.1
246900724;Communauté de communes des Vallons du Lyonnais (CCVL);31518;295.8
246900740;Communauté de communes du Pays Mornantais (COPAMO);29625;205
246900757;Communauté de communes de la Vallée du Garon (CCVG);32364;649.9
246900765;Communauté de communes du Pays de l'Ozon;27240;350.5
247000011;Communauté d'agglomération de Vesoul;32207;221.4
247000367;Communauté de communes des Combes;7542;26.6
247000623;Communauté de communes des Quatre Rivières;9452;16.8
247000664;Communauté de communes du Pays de Lure;19131;98
247000698;Communauté de communes des Monts de Gy;6129;25.5
247000706;Communauté de communes du Pays Riolais;13215;45.2
247000714;Communauté de communes du Pays de Villersexel;7763;37.8
247000722;Communauté de communes du Pays d'Héricourt;20931;127.9
247000755;Communauté de communes du Pays de Luxeuil;14869;97.4
247000821;Communauté de communes Rahin et Chérimont;11703;76.6
247000854;Communauté de communes des 1000 étangs;8566;24.2
247100290;Communauté urbaine Le Creusot Montceau-les-Mines;90674;122.2
247100589;Communauté d'agglomération Le Grand Chalon;113953;206.6
247100639;Communauté de communes de Marcigny;6019;26.8
247100647;Communauté de communes Bresse Nord Intercom';6514;26.8
247103765;Communauté de communes Entre Saône et Grosne;11071;42.8
247103864;Communauté de communes de Semur-en-Brionnais;5207;26.5
247104094;Communauté de communes Sud Côte Chalonnaise;11527;36.4
247200090;Communauté de communes du Pays Sabolien;28355;77.5
247200132;Communauté urbaine Le Mans Métropole;209413;768.5
247200348;Communauté de communes du Pays Fléchois;26932;80.1
247200421;Communauté de communes du Sud Est Manceau;17812;100.7
247200447;Communauté de communes Orée de Bercé - Belinois;19462;131.3
247200629;Communauté de communes du Val de Sarthe;30417;106.7
247200686;Communauté de communes du Pays de l'Huisne Sarthoise;28401;60.7
247300015;Communauté de communes des Vallées d'Aigueblanche;7131;38.8
247300254;Communauté de communes de Haute-Tarentaise;15532;27.3
247300262;Communauté de communes de Yenne;7376;58.2
247300361;Communauté de communes du Canton de La Chambre;7411;26.9
247300452;Communauté de communes Maurienne Galibier;5429;16.9
247300528;Communauté de communes Val Guiers;12362;140.3
247300668;Communauté de communes du Lac d'Aiguebelette (CCLA);6230;72.2
247300676;Communauté de communes Porte de Maurienne;7003;40.6
247300817;Communauté de communes Les Versants d'Aime;9677;35.6
247400047;Communauté de communes de la Vallée Verte;8282;104.4
247400112;Communauté de communes du Pays de Cruseilles;16728;143.1
247400567;Communauté de communes Fier et Usses;15945;234.6
247400583;Communauté de communes Arve et Salève;20352;204.9
247400617;Communauté de communes des Vallées de Thônes;18655;53.4
247400666;Communauté de communes des Quatre Rivières;19857;147.1
247400682;Communauté de communes du Haut-Chablais;12871;41.6
247400690;Communauté de communes du Genevois;48708;321.6
247400724;Communauté de communes du Pays Rochois;29112;310.2
247400740;Communauté de communes Rumilly Terre de Savoie;32739;191.7
247400773;Communauté de communes des Sources du Lac d'Annecy;15278;101.5
247600505;Communauté de communes Campagne-de-Caux;15027;103.4
247600588;Communauté de communes des Villes Sœurs;35817;166.8
247600604;Communauté de communes de Londinières;5192;26.7
247600620;Communauté de communes Yvetot Normandie;26156;155.4
247600646;Communauté de communes Caux - Austreberthe;25059;283
247600729;Communauté de communes Falaises du Talou;23613;71.9
247600786;Communauté d'agglomération de la Région Dieppoise;45996;356.6
247700032;Communauté de communes Moret Seine et Loing;39135;171.5
247700057;Communauté d'agglomération Melun Val de Seine;136524;891.1
247700065;Communauté de communes du Pays de l'Ourcq;17327;73.8
247700107;Communauté de communes Pays de Montereau;45312;166
247700339;Communauté d'agglomération Val d'Europe Agglomération;53113;757.2
247700594;Communauté d'agglomération Marne et Gondoire;108417;1032.2
247700644;Communauté de communes l'Orée de la Brie;28809;581.3
247700701;Communauté de communes Brie Nangissienne;28210;95.9
247800550;Communauté de communes du Pays Houdanais (CCPH);29988;103.1
247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);267857;2167.5
247800618;Communauté de communes Cœur d'Yvelines;50977;223.4
247900798;Communauté de communes du Thouarsais;35499;57.2
248000499;Communauté de communes du Val de Somme;26624;108.1
248000531;Communauté d'agglomération Amiens Métropole;181658;520.9
248000747;Communauté de communes du Pays du Coquelicot;28141;60.6
248100158;Communauté de communes du Sor et de l'Agout;23123;62.1
248100430;Communauté d'agglomération de Castres Mazamet;78831;194.1
248100497;Communauté de communes Val 81;5554;21.6
248100737;Communauté d'agglomération de l'Albigeois (C2A);83240;398.6
248100745;Communauté de communes Thoré Montagne Noire;5067;32
248200016;Communauté de communes des Deux Rives;18899;55.1
248200057;Communauté de communes du Quercy Caussadais;20333;51.8
248200065;Communauté de communes de la Lomagne Tarn-et-Garonnaise;10066;26.6
248200099;Communauté d'agglomération Grand Montauban;79304;282.4
248200107;Communauté de communes du Quercy Rouergue et des Gorges de l'Aveyron;7775;16.8
248300394;Communauté d'agglomération Sud Sainte Baume;64093;180.2
248300410;Communauté de communes de la Vallée du Gapeau;32578;389.6
248300493;Communauté d'agglomération Dracénie Provence Verdon Agglomération;110632;120.9
248300543;Métropole Toulon-Provence-Méditerranée;447804;1222.1
248300550;Communauté de communes Cœur du Var;44966;100.3
248400053;Communauté d'agglomération Ventoux-Comtat-Venaissin (COVE);71956;140.7
248400160;Communauté de communes Aygues-Ouvèze en Provence (CCAOP);20045;141
248400236;Communauté de communes Pays d'Orange en Provence;44941;237.7
248400251;Communauté d'agglomération du Grand Avignon (COGA);194858;644
248400285;Communauté de communes Territoriale Sud-Luberon;25489;69.9
248400293;Communauté d'agglomération des Sorgues du Comtat;51094;330.2
248400319;Communauté de communes du Pays des Sorgues et des Monts de Vaucluse;33735;277.6
248400335;Communauté de communes Vaison Ventoux;16704;61
248500191;Communauté de communes de l'Île de Noirmoutier;9219;188.8
248500258;Communauté de communes Océan Marais de Monts;19755;107.1
248500340;Communauté de communes Pays de Chantonnay;23054;72.6
248500415;Communauté de communes du Pays de la Châtaigneraie;15588;49.2
248500464;Communauté de communes du Pays de Pouzauges;23171;72.7
248500530;Communauté de communes du Pays des Achards;19819;88.4
248500563;Communauté de communes Vendée, Sèvre, Autise;16178;54
248500589;Communauté d'agglomération La Roche-sur-Yon Agglomération;98273;196.8
248500621;Communauté de communes du Pays des Herbiers;30543;122.4
248500662;Communauté de communes du Pays de Mortagne;28072;122.7
248600413;Communauté d'agglomération Grand Châtellerault;83179;73.4
248600447;Communauté de communes du Pays Loudunais;24290;28.6
248700189;Communauté de communes du Pays de Saint-Yrieix;12104;35.8
248719262;Communauté de communes Gartempe - Saint-Pardoux;5093;20.8
248719288;Communauté de communes du Val de Vienne;16282;103.5
248719312;Communauté urbaine Limoges Métropole;206616;396.9
248719338;Communauté de communes Briance-Combade;5340;23.1
248719353;Communauté de communes des Portes de Vassivière;5701;15.7
248719361;Communauté de communes de Noblat;11729;36.1
248900334;Communauté d'agglomération du Grand Sénonais;59487;158.6
248900383;Communauté de communes de l'Agglomération Migennoise;14618;227.7
248900524;Communauté de communes de l'Aillantais en Bourgogne;10169;38.4
248900664;Communauté de communes de la Vanne et du Pays d'Othe;8470;21.1
248900748;Communauté de communes du Gâtinais en Bourgogne;17535;43.5
248900896;Communauté de communes Yonne Nord;24310;65.9
248900938;Communauté de communes du Jovinien;20621;58.9
249000241;Communauté de communes du Sud Territoire;23599;137
249100074;Communauté de communes du Pays de Limours (CCPL);27218;229.6
249100157;Communauté de communes des Deux Vallées;18572;98.5
249100546;Communauté de communes du Val d'Essonne (CCVE);61747;319.7
249100553;Communauté de communes Entre Juine et Renarde (CCEJR);27763;230.8
249100595;Communauté de communes Le Dourdannais en Hurepoix (CCDH);26946;188.5
249500109;Communauté d'agglomération de Cergy-Pontoise;214428;2547.9
249500430;Communauté de communes Sausseron Impressionnistes;19061;159.1
249500455;Communauté de communes de la Vallée de l'Oise et des Trois Forêts;39019;514.4
249500489;Communauté de communes du Haut Val d'Oise;39726;815.2
249500513;Communauté de communes du Vexin-Val de Seine;16622;83.6
249710047;Communauté de communes de Marie-Galante;10467;66.2
249710062;Communauté d'agglomération du Nord Basse-Terre;77877;167.6
249710070;Communauté d'agglomération Grand Sud Caraïbe;76226;221.9
249720053;Communauté d'agglomération de l'Espace Sud de la Martinique;115068;281.2
249720061;Communauté d'agglomération du Centre de la Martinique;150038;877.5
249730037;Communauté de communes de l'Ouest Guyanais;97568;2.4
249730045;Communauté d'agglomération du Centre Littoral;151103;29.7
249730052;Communauté de communes de l'Est Guyanais;8557;0.3
249740077;Communauté d'agglomération CIVIS (Communauté Intercommunale des Villes Solidaires);181289;479.4
249740085;Communauté d'agglomération du Sud;132929;235.4
249740093;Communauté d'agglomération Intercommunale de la Réunion Est (CIREST);127924;173.8
249740101;Communauté d'agglomération Territoire de la Côte Ouest (TCO);215613;401.4
249740119;Communauté d'agglomération Intercommunale du Nord de la Réunion (CINOR);213402;741.4
